년도,월,나이,대구광역시 동구,대구광역시 동구 신암1동,대구광역시 동구 신암2동,대구광역시 동구 신암3동,대구광역시 동구 신암4동,대구광역시 동구 신암5동,대구광역시 동구 신천1.2동,대구광역시 동구 신천3동,대구광역시 동구 신천4동,대구광역시 동구 효목1동,대구광역시 동구 효목2동,대구광역시 동구 도평동,대구광역시 동구 불로.봉무동,대구광역시 동구 지저동,대구광역시 동구 동촌동,대구광역시 동구 방촌동,대구광역시 동구 해안동,대구광역시 동구 안심1동,대구광역시 동구 안심2동,대구광역시 동구 안심3.4동,대구광역시 동구 공산동,대구광역시 동구 안심3동,대구광역시 동구 안심4동,대구광역시 동구 혁신동
2021,4,10,"26,403",404,847,642,649,390,879,"1,020",346,816,975,235,"2,297",887,939,"1,252",925,"3,691",648,,"1,456","2,669","2,937","1,499"
2021,4,20,"41,527",880,"1,014","1,083","1,749",773,"1,520","1,572","1,292","1,837","1,731",605,"2,251","1,953","2,145","2,325","1,887","5,179","1,391",,"2,357","2,175","3,862","1,946"
2021,4,30,"43,586",661,"1,379","1,582","1,397",561,"1,494","1,493","1,064","1,373","1,516",453,"2,768","1,498","1,889","1,686","1,590","5,663","1,351",,"2,559","3,018","4,064","4,527"
2021,4,40,"51,249",934,"1,834","1,388","1,597",828,"1,884","1,925",961,"1,697","1,954",462,"4,000","1,770","2,016","2,248","1,940","6,734","1,424",,"2,964","4,251","4,921","3,517"
2021,4,50,"56,856","1,319","1,550","1,508","2,346","1,212","2,185","2,156","1,258","2,567","2,315",729,"3,284","2,884","2,929","3,499","2,819","6,965","2,176",,"3,839","2,883","4,662","1,771"
2021,4,60,"52,693","1,436","1,441","1,490","2,193","1,294","2,150","1,721","1,253","2,710","2,501",739,"2,763","2,897","2,784","3,376","2,844","6,384","2,006",,"3,498","1,986","3,692","1,535"
2021,4,70,"30,324","1,035","1,021",872,"1,248",818,"1,458",962,728,"1,727","1,441",469,"1,406","1,510","1,574","1,909","1,744","3,228","1,110",,"2,160","1,306","1,905",693
2021,4,80,"13,501",539,485,398,494,378,699,505,342,772,639,222,571,621,677,918,735,"1,473",439,,"1,066",536,754,238
2021,4,90,"1,548",62,57,47,61,34,78,53,30,81,86,27,77,62,72,82,83,188,53,,145,57,78,35
2021,4,100,82,6,8,2,1,4,5,8,4,11,3,0,4,1,1,4,2,5,2,,6,1,2,2
2021,5,총,"341,730","7,524","10,580","9,904","11,853","6,486","13,086","12,270","7,399","14,062","13,699","4,079","21,581","14,660","15,793","18,073","15,432","43,162","11,198",,"21,560","21,263","29,311","18,755"
2021,5,0,"24,544",278,959,927,362,210,744,883,156,512,670,182,"2,192",637,821,821,742,"3,660",626,,"1,311","2,379","2,463","3,009"
2021,5,10,"26,360",403,845,633,639,384,878,"1,020",339,804,965,219,"2,304",889,921,"1,236",934,"3,693",645,,"1,476","2,674","2,946","1,513"
2021,5,20,"41,273",867,"1,010","1,067","1,720",772,"1,514","1,561","1,290","1,839","1,722",599,"2,230","1,928","2,139","2,313","1,884","5,161","1,380",,"2,375","2,166","3,832","1,904"
2021,5,30,"43,472",653,"1,369","1,577","1,388",555,"1,481","1,496","1,066","1,360","1,496",448,"2,735","1,493","1,881","1,677","1,637","5,636","1,333",,"2,598","3,012","4,073","4,508"
2021,5,40,"51,054",938,"1,818","1,383","1,554",821,"1,878","1,910",939,"1,687","1,930",443,"4,006","1,744","2,013","2,229","1,960","6,720","1,429",,"3,003","4,221","4,883","3,545"
2021,5,50,"56,662","1,303","1,560","1,500","2,283","1,211","2,191","2,155","1,259","2,548","2,290",733,"3,273","2,867","2,900","3,481","2,835","6,949","2,162",,"3,850","2,891","4,651","1,770"
2021,5,60,"52,816","1,439","1,440","1,495","2,146","1,303","2,150","1,715","1,247","2,710","2,479",740,"2,773","2,913","2,796","3,378","2,857","6,420","2,019",,"3,547","2,006","3,711","1,532"
2021,5,70,"30,336","1,031","1,025",876,"1,218",810,"1,453",964,733,"1,730","1,427",462,"1,407","1,501","1,562","1,929","1,758","3,247","1,108",,"2,179","1,312","1,912",692
2021,5,80,"13,582",540,489,397,485,383,715,506,340,780,636,226,578,627,685,919,739,"1,482",440,,"1,068",543,760,244
2021,5,90,"1,550",66,57,46,57,33,77,52,27,81,81,27,79,60,75,87,83,189,54,,147,58,78,36
2021,5,100,81,6,8,3,1,4,5,8,3,11,3,0,4,1,0,3,3,5,2,,6,1,2,2
2021,6,총,"340,693","7,488","10,520","9,859","11,768","6,435","13,034","12,145","7,399","13,953","13,604","4,075","21,540","14,584","15,773","18,063","15,394","43,034","11,158",,"21,643","21,259","29,282","18,683"
2021,6,0,"24,375",273,950,936,359,208,733,882,158,508,662,177,"2,179",631,812,817,741,"3,610",625,,"1,310","2,366","2,458","2,980"
2021,6,10,"26,314",390,853,629,620,383,874,"1,025",335,801,964,219,"2,300",892,911,"1,240",939,"3,691",638,,"1,477","2,685","2,932","1,516"
2021,6,20,"41,195",862,"1,012","1,060","1,729",766,"1,511","1,547","1,307","1,831","1,719",593,"2,241","1,903","2,131","2,310","1,897","5,167","1,365",,"2,389","2,165","3,811","1,879"
2021,6,30,"43,264",660,"1,354","1,592","1,384",560,"1,473","1,484","1,065","1,348","1,480",450,"2,721","1,485","1,871","1,666","1,627","5,546","1,327",,"2,635","3,003","4,069","4,464"
2021,6,40,"50,896",924,"1,822","1,377","1,537",811,"1,864","1,888",934,"1,664","1,907",442,"3,985","1,735","2,023","2,223","1,952","6,716","1,418",,"3,011","4,220","4,888","3,555"
2021,6,50,"56,380","1,298","1,550","1,492","2,250","1,204","2,185","2,131","1,247","2,539","2,281",728,"3,276","2,837","2,880","3,470","2,806","6,919","2,147",,"3,837","2,882","4,652","1,769"
2021,6,60,"52,867","1,442","1,429","1,474","2,137","1,290","2,164","1,711","1,246","2,702","2,462",752,"2,771","2,912","2,806","3,393","2,854","6,457","2,025",,"3,568","2,015","3,720","1,537"
2021,6,70,"30,274","1,023","1,005",869,"1,208",799,"1,442",934,739,"1,717","1,413",461,"1,414","1,501","1,568","1,929","1,756","3,259","1,112",,"2,188","1,321","1,917",699
2021,6,80,"13,558",543,490,390,485,382,708,490,338,768,632,226,572,628,694,924,737,"1,479",447,,"1,078",542,759,246
2021,6,90,"1,519",67,53,38,58,31,75,52,28,73,81,27,77,59,77,88,82,185,52,,147,59,75,35
2021,6,100,51,6,2,2,1,1,5,1,2,2,3,0,4,1,0,3,3,5,2,,3,1,1,3
2021,7,총,"340,426","7,481","10,490","9,856","11,711","6,422","13,027","12,041","7,378","13,907","13,506","4,073","21,545","14,569","15,714","18,584","15,312","42,837","11,146",,"21,685","21,201","29,264","18,677"
2021,7,0,"24,264",274,938,940,353,204,727,868,157,497,661,179,"2,182",627,801,864,736,"3,567",626,,"1,312","2,347","2,428","2,976"
2021,7,10,"26,264",381,858,629,618,384,876,"1,021",336,799,952,214,"2,301",887,892,"1,266",928,"3,683",639,,"1,461","2,686","2,926","1,527"
2021,7,20,"41,086",859,"1,004","1,050","1,722",765,"1,518","1,532","1,301","1,807","1,707",593,"2,226","1,892","2,115","2,392","1,893","5,114","1,344",,"2,412","2,165","3,812","1,863"
2021,7,30,"43,088",658,"1,342","1,581","1,374",555,"1,453","1,477","1,066","1,347","1,466",455,"2,712","1,485","1,859","1,743","1,598","5,482","1,330",,"2,624","2,984","4,041","4,456"
2021,7,40,"50,848",918,"1,821","1,385","1,527",806,"1,851","1,863",926,"1,664","1,902",440,"3,997","1,732","2,011","2,294","1,933","6,679","1,421",,"3,030","4,188","4,883","3,577"
2021,7,50,"56,321","1,286","1,545","1,503","2,240","1,204","2,188","2,120","1,244","2,511","2,265",722,"3,260","2,830","2,864","3,563","2,789","6,904","2,134",,"3,831","2,889","4,672","1,757"
2021,7,60,"53,036","1,462","1,436","1,466","2,120","1,289","2,177","1,693","1,238","2,722","2,432",755,"2,786","2,914","2,817","3,481","2,857","6,469","2,038",,"3,595","2,019","3,732","1,538"
2021,7,70,"30,328","1,022","1,004",872,"1,212",801,"1,448",931,736,"1,714","1,408",460,"1,423","1,512","1,584","1,952","1,757","3,267","1,102",,"2,181","1,314","1,924",704
2021,7,80,"13,609",546,488,392,485,384,706,486,342,771,629,228,575,631,693,936,735,"1,481",458,,"1,088",550,765,240
2021,7,90,"1,532",69,52,36,59,30,78,48,30,73,81,27,79,58,78,90,83,187,52,,148,58,80,36
2021,7,100,50,6,2,2,1,0,5,2,2,2,3,0,4,1,0,3,3,4,2,,3,1,1,3
2021,8,총,"340,242","7,461","10,475","9,830","11,673","6,421","13,005","11,957","7,406","13,899","13,464","4,066","21,552","14,561","15,673","18,792","15,208","42,826","11,131",,"21,711","21,166","29,295","18,670"
2021,8,0,"24,106",267,934,942,355,205,717,861,153,484,658,179,"2,167",619,785,892,715,"3,550",619,,"1,304","2,332","2,426","2,942"
2021,8,10,"26,233",387,856,626,612,379,871,"1,016",339,796,956,216,"2,306",885,877,"1,271",912,"3,678",633,,"1,453","2,680","2,932","1,552"
2021,8,20,"40,981",844,"1,004","1,032","1,724",756,"1,515","1,504","1,307","1,807","1,689",587,"2,228","1,882","2,123","2,424","1,878","5,100","1,334",,"2,411","2,183","3,800","1,849"
2021,8,30,"42,953",661,"1,332","1,573","1,372",563,"1,446","1,473","1,067","1,344","1,461",454,"2,683","1,477","1,847","1,767","1,579","5,465","1,329",,"2,635","2,957","4,024","4,444"
2021,8,40,"50,797",923,"1,817","1,392","1,511",802,"1,838","1,844",928,"1,653","1,900",438,"4,006","1,727","2,000","2,319","1,920","6,694","1,405",,"3,022","4,181","4,882","3,595"
2021,8,50,"56,318","1,270","1,544","1,495","2,233","1,207","2,189","2,109","1,250","2,504","2,263",718,"3,278","2,831","2,849","3,612","2,760","6,885","2,140",,"3,837","2,891","4,695","1,758"
2021,8,60,"53,213","1,462","1,445","1,467","2,108","1,297","2,178","1,684","1,248","2,737","2,423",754,"2,795","2,920","2,835","3,509","2,861","6,505","2,045",,"3,632","2,018","3,747","1,543"
2021,8,70,"30,349","1,022",998,869,"1,214",794,"1,454",923,736,"1,714","1,400",465,"1,421","1,522","1,586","1,965","1,755","3,270","1,109",,"2,179","1,307","1,932",714
2021,8,80,"13,691",550,489,394,484,386,710,492,346,785,628,228,582,635,691,938,742,"1,489",463,,"1,087",561,775,236
2021,8,90,"1,548",69,54,38,59,32,82,49,30,73,82,27,82,62,80,91,83,185,52,,148,55,81,34
2021,8,100,53,6,2,2,1,0,5,2,2,2,4,0,4,1,0,4,3,5,2,,3,1,1,3
2021,9,총,"340,024","7,454","10,472","9,819","11,660","6,426","13,017","11,890","7,372","13,884","13,377","4,052","21,535","14,543","15,662","18,850","15,184","42,783","11,132",,"21,746","21,187","29,240","18,739"
2021,9,0,"23,995",262,944,938,351,202,713,857,153,485,656,174,"2,160",613,778,879,710,"3,511",621,,"1,322","2,318","2,405","2,943"
2021,9,10,"26,187",382,856,630,603,380,879,"1,010",332,788,941,221,"2,312",885,868,"1,275",906,"3,675",623,,"1,442","2,696","2,915","1,568"
2021,9,20,"40,826",842,991,"1,031","1,728",759,"1,521","1,492","1,297","1,781","1,675",582,"2,208","1,864","2,141","2,412","1,877","5,094","1,331",,"2,407","2,178","3,788","1,827"
2021,9,30,"42,862",659,"1,325","1,576","1,370",560,"1,440","1,465","1,066","1,358","1,468",446,"2,663","1,469","1,848","1,775","1,570","5,448","1,335",,"2,625","2,941","3,998","4,457"
2021,9,40,"50,729",917,"1,814","1,395","1,502",793,"1,845","1,828",922,"1,644","1,883",437,"4,011","1,723","1,975","2,336","1,913","6,690","1,397",,"3,028","4,189","4,866","3,621"
2021,9,50,"56,307","1,275","1,541","1,498","2,233","1,207","2,182","2,088","1,240","2,509","2,245",714,"3,283","2,829","2,833","3,627","2,749","6,872","2,149",,"3,833","2,914","4,719","1,767"
2021,9,60,"53,302","1,468","1,446","1,455","2,103","1,299","2,185","1,675","1,251","2,746","2,409",760,"2,800","2,932","2,854","3,519","2,858","6,508","2,046",,"3,654","2,021","3,756","1,557"
2021,9,70,"30,410","1,016","1,002",868,"1,219",804,"1,454",929,734,"1,704","1,388",463,"1,429","1,522","1,586","1,972","1,767","3,291","1,113",,"2,190","1,311","1,929",719
2021,9,80,"13,794",557,497,386,490,390,711,495,346,797,625,227,583,642,702,959,746,"1,501",461,,"1,096",560,780,243
2021,9,90,"1,559",70,54,40,60,31,83,49,29,70,83,28,83,62,77,92,85,188,54,,146,58,83,34
2021,9,100,53,6,2,2,1,1,4,2,2,2,4,0,3,2,0,4,3,5,2,,3,1,1,3
2021,10,총,"340,575","7,559","10,439","10,871","11,590","6,385","13,002","11,804","7,355","13,828","13,320","4,044","21,486","14,517","15,619","18,881","15,164","42,649","11,141",,"21,747","21,144","29,194","18,836"
2021,10,0,"24,007",288,931,"1,122",348,202,698,844,153,465,650,173,"2,150",609,779,870,704,"3,479",620,,"1,325","2,286","2,374","2,937"
2021,10,10,"26,196",383,862,698,590,380,878,"1,001",327,781,939,217,"2,309",874,865,"1,278",901,"3,661",613,,"1,443","2,696","2,926","1,574"
2021,10,20,"40,702",853,973,"1,134","1,711",746,"1,520","1,473","1,284","1,756","1,653",578,"2,198","1,855","2,123","2,412","1,868","5,050","1,343",,"2,382","2,179","3,756","1,855"
2021,10,30,"43,089",710,"1,322","1,889","1,356",550,"1,436","1,454","1,067","1,354","1,462",442,"2,641","1,459","1,847","1,786","1,567","5,424","1,343",,"2,625","2,904","3,976","4,475"
2021,10,40,"50,660",918,"1,800","1,527","1,494",784,"1,841","1,805",922,"1,628","1,873",436,"3,985","1,727","1,961","2,326","1,903","6,670","1,383",,"3,016","4,183","4,845","3,633"
2021,10,50,"56,414","1,286","1,552","1,627","2,214","1,197","2,188","2,094","1,235","2,508","2,243",711,"3,282","2,811","2,818","3,631","2,746","6,853","2,155",,"3,827","2,925","4,735","1,776"
2021,10,60,"53,412","1,464","1,445","1,510","2,096","1,297","2,169","1,667","1,250","2,752","2,395",766,"2,808","2,934","2,849","3,523","2,869","6,527","2,051",,"3,675","2,022","3,765","1,578"
2021,10,70,"30,562","1,017",998,913,"1,231",807,"1,463",919,739,"1,702","1,392",464,"1,441","1,541","1,590","1,986","1,774","3,284","1,115",,"2,199","1,318","1,944",725
2021,10,80,"13,913",567,501,409,489,390,717,494,347,810,627,230,584,645,711,972,744,"1,505",460,,"1,105",572,788,246
2021,10,90,"1,568",67,53,40,59,31,88,51,29,70,82,27,85,60,76,93,85,191,56,,148,58,84,35
2021,10,100,52,6,2,2,2,1,4,2,2,2,4,0,3,2,0,4,3,5,2,,2,1,1,2
2021,11,총,"341,114","8,217","10,391","11,461","11,528","6,360","12,985","11,733","7,355","13,793","13,278","4,012","21,419","14,486","15,609","18,847","15,142","42,496","11,075",,"21,754","21,186","29,143","18,844"
2021,11,0,"24,020",392,909,"1,242",339,202,695,831,154,461,642,166,"2,125",607,780,865,701,"3,439",611,,"1,326","2,265","2,347","2,921"
2021,11,10,"26,193",423,857,719,583,376,867,996,332,775,927,216,"2,323",863,867,"1,269",888,"3,665",617,,"1,440","2,703","2,910","1,577"
2021,11,20,"40,612",931,969,"1,184","1,705",737,"1,514","1,464","1,276","1,729","1,660",570,"2,174","1,842","2,093","2,405","1,862","5,003","1,329",,"2,365","2,206","3,741","1,853"
2021,11,30,"43,169",900,"1,310","2,020","1,343",549,"1,440","1,425","1,075","1,361","1,458",432,"2,607","1,458","1,833","1,790","1,561","5,360","1,316",,"2,622","2,883","3,970","4,456"
2021,11,40,"50,786","1,025","1,792","1,646","1,475",781,"1,840","1,809",906,"1,612","1,857",433,"3,982","1,722","1,970","2,308","1,887","6,674","1,389",,"3,017","4,183","4,820","3,658"
2021,11,50,"56,488","1,382","1,548","1,704","2,198","1,186","2,183","2,093","1,240","2,501","2,236",706,"3,274","2,801","2,816","3,623","2,750","6,823","2,131",,"3,831","2,945","4,739","1,778"
2021,11,60,"53,589","1,485","1,444","1,554","2,103","1,307","2,180","1,657","1,244","2,762","2,383",767,"2,819","2,950","2,854","3,528","2,874","6,526","2,052",,"3,682","2,037","3,790","1,591"
2021,11,70,"30,676","1,032","1,005",932,"1,226",805,"1,464",918,749,"1,711","1,401",466,"1,441","1,540","1,603","2,003","1,781","3,288","1,110",,"2,202","1,329","1,945",725
2021,11,80,"13,972",579,501,418,494,387,716,487,347,811,627,227,585,643,714,965,750,"1,519",463,,"1,122",574,798,245
2021,11,90,"1,567",68,54,40,60,29,86,51,30,68,84,29,86,58,79,87,85,194,54,,145,60,82,38
2021,11,100,42,0,2,2,2,1,0,2,2,2,3,0,3,2,0,4,3,5,3,,2,1,1,2
2021,12,총,"341,436","8,574","10,362","11,626","11,477","6,327","12,925","11,702","7,736","13,742","13,254","4,005","21,335","14,472","15,616","18,792","15,104","42,284","11,009",,"21,733","21,493","29,116","18,752"
2021,12,0,"23,998",471,903,"1,279",332,199,695,815,236,457,637,167,"2,096",605,776,844,695,"3,385",598,,"1,325","2,266","2,336","2,881"
2021,12,10,"26,205",443,857,731,583,371,863,993,339,766,923,210,"2,320",856,880,"1,279",887,"3,654",612,,"1,425","2,735","2,903","1,575"
2021,12,20,"40,513",951,964,"1,193","1,686",739,"1,488","1,473","1,300","1,707","1,665",570,"2,156","1,835","2,100","2,381","1,845","4,968","1,314",,"2,357","2,268","3,712","1,841"
2021,12,30,"43,183",998,"1,296","2,052","1,327",535,"1,420","1,411","1,186","1,347","1,456",433,"2,570","1,460","1,818","1,780","1,560","5,317","1,304",,"2,620","2,979","3,938","4,376"
2021,12,40,"50,977","1,086","1,789","1,672","1,481",778,"1,840","1,809",971,"1,606","1,848",436,"3,983","1,730","1,985","2,297","1,889","6,647","1,379",,"3,003","4,219","4,842","3,687"
2021,12,50,"56,436","1,432","1,543","1,713","2,187","1,192","2,169","2,097","1,270","2,490","2,237",699,"3,264","2,782","2,807","3,614","2,734","6,781","2,118",,"3,825","2,975","4,741","1,766"
2021,12,60,"53,656","1,500","1,438","1,575","2,103","1,292","2,171","1,647","1,280","2,761","2,371",763,"2,824","2,954","2,842","3,522","2,863","6,513","2,050",,"3,705","2,074","3,805","1,603"
2021,12,70,"30,763","1,038","1,009",943,"1,219",799,"1,475",916,774,"1,717","1,404",466,"1,451","1,532","1,607","2,011","1,784","3,290","1,115",,"2,195","1,332","1,955",731
2021,12,80,"14,073",585,506,426,495,392,718,489,346,821,625,230,580,653,720,970,758,"1,530",464,,"1,133",581,797,254
2021,12,90,"1,592",70,55,40,62,29,86,50,32,68,85,30,88,63,81,91,86,195,54,,143,63,86,35
2021,12,100,40,0,2,2,2,1,0,2,2,2,3,1,3,2,0,3,3,4,1,,2,1,1,3
