지역,구분,2017-05-22 09:00:52,2017-05-29 09:00:52,2017-06-05 09:00:52,2017-06-12 09:00:52,2017-06-19 09:00:52,2017-06-26 09:00:52,2017-07-03 09:00:52,2017-07-10 09:00:52,2017-07-17 09:00:52,2017-07-24 09:00:52,2017-07-31 09:00:52,2017-08-07 09:00:52,2017-08-14 09:00:52,2017-08-21 09:00:52,2017-08-28 09:00:52,2017-09-04 09:00:52,2017-09-11 09:00:52,2017-09-18 09:00:52,2017-09-25 09:00:52,2017-10-09 09:00:52,2017-10-16 09:00:52,2017-10-23 09:00:52,2017-10-30 09:00:52,2017-11-06 09:00:52,2017-11-13 09:00:52,2017-11-20 09:00:52,2017-11-27 09:00:52,2017-12-04 09:00:52,2017-12-11 09:00:52,2017-12-18 09:00:52,2017-12-25 09:00:52,2018-01-01 09:00:52,2018-01-08 09:00:52,2018-01-15 09:00:52,2018-01-22 09:00:52,2018-01-29 09:00:52,2018-02-05 09:00:52,2018-02-19 09:00:52,2018-02-26 09:00:52,2018-03-05 09:00:52,2018-03-12 09:00:52,2018-03-19 09:00:52,2018-03-26 09:00:52,2018-04-02 09:00:52,2018-04-09 09:00:52,2018-04-16 09:00:52,2018-04-23 09:00:52,2018-04-30 09:00:52,2018-05-07 09:00:52,2018-05-14 09:00:52,2018-05-21 09:00:52,2018-05-28 09:00:52,2018-06-04 09:00:52,2018-06-11 09:00:52,2018-06-18 09:00:52,2018-06-25 09:00:52,2018-07-02 09:00:52,2018-07-09 09:00:52,2018-07-16 09:00:52,2018-07-23 09:00:52,2018-07-30 09:00:52,2018-08-06 09:00:52,2018-08-13 09:00:52,2018-08-20 09:00:52,2018-08-27 09:00:52,2018-09-03 09:00:52,2018-09-10 09:00:52,2018-09-17 09:00:52,2018-10-01 09:00:52,2018-10-08 09:00:52,2018-10-15 09:00:52,2018-10-22 09:00:52,2018-10-29 09:00:52,2018-11-05 09:00:52,2018-11-12 09:00:52,2018-11-19 09:00:52,2018-11-26 09:00:52,2018-12-03 09:00:52,2018-12-10 09:00:52,2018-12-17 09:00:52,2018-12-24 09:00:52,2018-12-31 09:00:52,2019-01-07 09:00:52,2019-01-14 09:00:52,2019-01-21 09:00:52,2019-01-28 09:00:52,2019-02-11 09:00:52,2019-02-18 09:00:52,2019-02-25 09:00:52,2019-03-04 09:00:52,2019-03-11 09:00:52,2019-03-18 09:00:52,2019-03-25 09:00:52,2019-04-01 09:00:52,2019-04-08 09:00:52,2019-04-15 09:00:52,2019-04-22 09:00:52,2019-04-29 09:00:52,2019-05-06 09:00:52,2019-05-13 09:00:52,2019-05-20 09:00:52,2019-05-27 09:00:52,2019-06-03 09:00:52,2019-06-10 09:00:52,2019-06-17 09:00:52,2019-06-24 09:00:52,2019-07-01 09:00:52,2019-07-08 09:00:52,2019-07-15 09:00:52,2019-07-22 09:00:52,2019-07-29 09:00:52,2019-08-05 09:00:52,2019-08-12 09:00:52,2019-08-19 09:00:52,2019-08-26 09:00:52,2019-09-02 09:00:52,2019-09-16 09:00:52,2019-09-23 09:00:52,2019-09-30 09:00:52,2019-10-07 09:00:52,2019-10-14 09:00:52,2019-10-21 09:00:52,2019-10-28 09:00:52,2019-11-04 09:00:52,2019-11-11 09:00:52,2019-11-18 09:00:52,2019-11-25 09:00:52,2019-12-02 09:00:52,2019-12-09 09:00:52,2019-12-16 09:00:52,2019-12-23 09:00:52,2019-12-30 09:00:52,2020-01-06 09:00:52,2020-01-13 09:00:52,2020-01-20 09:00:52,2020-02-03 09:00:52,2020-02-10 09:00:52,2020-02-17 09:00:52,2020-02-24 09:00:52,2020-03-02 09:00:52,2020-03-09 09:00:52,2020-03-16 09:00:52,2020-03-23 09:00:52,2020-03-30 09:00:52,2020-04-06 09:00:52,2020-04-13 09:00:52,2020-04-20 09:00:52,2020-05-04 09:00:52,2020-05-11 09:00:52,2020-05-18 09:00:52,2020-05-25 09:00:52,2020-06-01 09:00:52,2020-06-08 09:00:52,2020-06-15 09:00:52,2020-06-22 09:00:52,2020-06-29 09:00:52,2020-07-06 09:00:52,2020-07-13 09:00:52,2020-07-20 09:00:52,2020-07-27 09:00:52,2020-08-03 09:00:52,2020-08-10 09:00:52,2020-08-17 09:00:52,2020-08-24 09:00:52,2020-08-31 09:00:52,2020-09-07 09:00:52,2020-09-14 09:00:52,2020-09-21 09:00:52,2020-10-05 09:00:52,2020-10-12 09:00:52,2020-10-19 09:00:52,2020-10-26 09:00:52,2020-11-02 09:00:52,2020-11-09 09:00:52,2020-11-16 09:00:52,2020-11-23 09:00:52,2020-11-30 09:00:52,2020-12-07 09:00:52,2020-12-14 09:00:52,2020-12-21 09:00:52,2020-12-28 09:00:52,2021-01-04 09:00:52,2021-01-11 09:00:52,2021-01-18 09:00:52,2021-01-25 09:00:52,2021-02-01 09:00:52,2021-02-15 09:00:52,2021-02-22 09:00:52,2021-03-01 09:00:52,2021-03-08 09:00:52,2021-03-15 09:00:52,2021-03-22 09:00:52,2021-03-29 09:00:52,2021-04-05 09:00:52,2021-04-12 09:00:52,2021-04-19 09:00:52,2021-04-26 09:00:52,2021-05-03 09:00:52,2021-05-10 09:00:52,2021-05-17 09:00:52,2021-05-24 09:00:52,2021-05-31 09:00:52,2021-06-07 09:00:52,2021-06-14 09:00:52,2021-06-21 09:00:52,2021-06-28 09:00:52,2021-07-05 09:00:52,2021-07-12 09:00:52,2021-07-19 09:00:52,2021-07-26 09:00:52,2021-08-02 09:00:52,2021-08-09 09:00:52,2021-08-16 09:00:52,2021-08-23 09:00:52,2021-08-30 09:00:52,2021-09-06 09:00:52,2021-09-13 09:00:52,2021-09-27 09:00:52,2021-10-04 09:00:52,2021-10-11 09:00:52,2021-10-18 09:00:52,2021-10-25 09:00:52,2021-11-01 09:00:52,2021-11-08 09:00:52,2021-11-15 09:00:52,2021-11-22 09:00:52,2021-11-29 09:00:52,2021-12-06 09:00:52,2021-12-13 09:00:52,2021-12-20 09:00:52,2021-12-27 09:00:52,2022-01-03 09:00:52,2022-01-10 09:00:52,2022-01-17 09:00:52,2022-01-24 09:00:52,2022-02-07 09:00:52,2022-02-14 09:00:52,2022-02-21 09:00:52,2022-02-28 09:00:52,2022-03-07 09:00:52,2022-03-14 09:00:52,2022-03-21 09:00:52,2022-03-28 09:00:52,2022-04-04 09:00:52,2022-04-11 09:00:52,2022-04-18 09:00:52,2022-04-25 09:00:52,2022-05-02 09:00:52,2022-05-09 09:00:52,2022-05-16 09:00:52,Unnamed: 252
충청남도,중대형,84.967,84.967,84.967,84.973,84.973,84.973,84.965,84.965,84.977,84.977,84.977,84.977,84.977,84.937,84.848,84.848,84.848,84.864,84.867,84.867,84.881,84.621,84.598,84.598,84.604,84.537,84.537,84.537,84.537,84.456,84.456,84.456,84.378,84.282,84.282,84.282,84.282,84.282,84.282,84.352,84.352,84.352,84.352,84.375,84.375,84.312,84.312,84.312,84.312,84.295,84.162,84.036,84.025,83.93,83.967,83.893,83.893,83.883,83.83,83.83,83.733,83.726,83.713,83.713,83.713,83.691,83.691,83.583,83.583,83.372,83.274,83.247,83.168,83.114,83.115,82.95,82.947,82.947,82.989,82.871,82.871,82.871,82.871,82.781,82.745,82.767,82.762,82.726,82.726,82.695,82.702,82.611,82.433,82.372,82.372,82.364,82.344,81.999,81.999,81.992,81.987,81.938,81.924,81.859,81.714,81.696,81.64,81.625,81.568,81.48,81.475,81.374,81.356,81.356,81.338,81.313,81.313,81.313,81.313,81.307,81.307,81.307,81.307,81.269,81.269,81.28,81.278,81.278,81.302,81.302,81.507,81.559,81.559,81.596,81.616,81.705,81.771,81.828,81.828,81.828,81.825,81.92,81.915,81.915,82.034,82.04,82.139,82.156,82.336,82.336,82.336,82.336,82.328,82.328,82.554,82.574,82.625,82.749,82.869,82.875,82.996,83.108,83.108,83.128,83.225,83.343,83.486,83.517,83.563,83.559,83.87,84.064,84.541,84.81,84.845,84.895,85.154,85.325,85.341,85.337,85.677,85.788,85.937,86.084,86.431,86.675,87.012,87.194,87.721,88.155,88.758,89.035,89.851,90.31,91.296,91.583,91.737,92.038,92.054,92.424,92.821,92.849,93.605,93.859,93.919,94.011,94.206,94.497,94.715,94.728,94.773,95.173,95.473,95.691,95.864,96.249,96.351,96.974,97.248,97.287,97.664,97.849,98.35,98.934,99.196,99.515,99.527,99.656,99.669,99.713,99.741,99.8,100.0,100.006,100.1,100.103,100.158,100.409,100.456,100.424,100.492,100.492,100.492,100.687,100.687,100.687,100.744,100.848,100.901,100.85,-0.051
충청남도,중형,87.378,87.378,87.378,87.378,87.378,87.378,87.378,87.378,87.378,87.386,86.926,86.926,86.933,86.737,86.737,86.492,86.606,86.607,86.466,86.473,86.473,86.473,86.473,86.473,86.473,86.473,86.529,86.529,86.518,86.518,86.437,86.437,86.194,85.935,85.935,85.935,85.935,85.935,85.935,85.935,85.935,85.935,85.935,85.935,85.935,85.935,85.935,85.935,85.935,85.935,85.935,85.935,85.935,85.935,85.858,85.418,85.418,85.418,85.418,85.418,85.418,85.418,85.418,85.418,85.418,85.418,85.418,85.418,85.212,85.212,84.571,84.571,84.571,84.468,84.468,84.468,84.468,84.468,84.468,84.468,84.468,84.468,84.468,84.468,84.468,84.468,84.468,84.468,84.468,84.46,84.46,84.163,83.96,83.96,83.96,84.011,83.904,83.883,83.883,83.883,83.883,83.883,83.824,83.824,83.605,83.591,83.371,83.788,83.923,83.886,83.886,83.886,83.886,83.886,83.886,83.886,83.878,83.878,83.878,83.878,83.878,83.878,83.878,83.878,83.878,83.878,83.878,83.878,83.878,83.878,83.878,83.969,83.969,84.151,84.15,84.113,84.199,84.199,84.199,84.199,84.199,84.197,84.197,84.197,84.21,84.21,84.21,84.346,84.463,84.464,84.513,84.513,84.513,84.513,84.604,84.995,85.271,85.271,85.544,85.532,85.532,85.532,85.881,86.007,86.08,86.08,86.08,86.08,86.08,86.08,86.08,86.019,86.461,86.55,86.16,86.522,86.885,86.932,86.962,86.901,87.298,87.507,87.685,87.685,87.975,87.976,88.28,88.584,88.744,88.967,89.023,89.023,89.204,89.296,89.296,90.816,91.447,92.967,92.967,92.967,93.043,93.11,95.234,95.441,95.441,95.441,95.594,95.611,95.611,95.696,95.696,95.734,95.734,96.953,97.006,97.226,97.226,97.834,98.561,98.742,98.742,98.899,98.936,99.299,99.342,99.342,99.342,99.594,99.967,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.007,100.007,100.201,100.231,100.231,100.231,100.231,100.231,100.231,100.231,100.231,100.428,100.429,100.429,0.0
충청남도,중소형,89.819,89.764,89.764,89.764,89.732,89.616,89.622,89.621,89.633,89.531,89.447,89.448,89.441,89.353,89.298,89.29,89.289,89.224,89.224,89.172,89.142,89.067,88.995,88.939,88.953,88.887,88.825,88.824,88.747,88.654,88.654,88.654,88.571,88.508,88.349,88.334,88.334,88.348,88.32,88.221,88.212,88.212,88.212,88.192,88.192,88.164,88.12,88.11,88.104,88.104,88.125,88.073,88.059,87.929,87.881,87.792,87.766,87.776,87.59,87.421,87.389,87.382,87.35,87.321,87.321,87.186,87.073,87.016,86.985,86.784,86.707,86.427,86.375,86.358,86.187,86.07,86.035,85.893,85.804,85.707,85.707,85.685,85.681,85.618,85.604,85.471,85.46,85.429,85.433,85.352,85.189,84.91,84.79,84.735,84.733,84.675,84.65,84.512,84.514,84.503,84.485,84.337,84.277,84.191,84.133,84.082,84.016,83.865,83.701,83.628,83.527,83.503,83.498,83.428,83.458,83.433,83.431,83.467,83.453,83.454,83.45,83.45,83.431,83.424,83.419,83.417,83.415,83.403,83.4,83.407,83.452,83.452,83.494,83.481,83.54,83.627,83.713,83.838,83.86,83.86,83.883,83.874,83.865,83.86,83.842,83.838,83.842,83.87,83.9,83.9,83.92,83.924,83.965,84.01,84.117,84.158,84.252,84.35,84.379,84.49,84.508,84.546,84.641,84.721,84.78,84.8,84.845,84.975,85.005,85.087,85.199,85.29,85.45,85.504,85.597,85.716,85.983,86.333,86.684,86.718,87.135,87.208,87.333,87.415,87.561,87.689,88.008,88.123,88.277,88.459,88.646,88.919,89.375,89.671,89.894,90.032,90.087,90.434,90.554,90.621,90.877,91.02,91.167,91.424,91.523,91.68,91.972,92.272,92.434,92.845,93.173,93.531,93.885,94.276,94.548,94.894,95.401,95.933,96.352,96.876,97.132,97.721,98.317,98.788,99.006,99.19,99.355,99.523,99.617,99.815,99.836,99.975,100.0,100.104,100.268,100.362,100.425,100.457,100.445,100.476,100.471,100.471,100.471,100.69,100.721,100.757,100.796,100.826,100.855,100.868,0.014
충청남도,소형,92.48,92.502,92.502,92.502,92.537,92.537,92.537,92.465,92.412,92.314,92.246,92.167,92.117,92.058,92.019,91.958,91.809,91.692,91.655,91.655,91.629,91.565,91.565,91.561,91.433,91.354,91.271,91.128,91.075,90.9,90.887,90.854,90.765,90.756,90.786,90.761,90.761,90.705,90.68,90.68,90.677,90.677,90.613,90.564,90.522,90.522,90.522,90.522,90.435,90.423,90.36,90.306,90.301,90.141,89.94,89.835,89.819,89.811,89.795,89.746,89.66,89.627,89.615,89.586,89.568,89.532,89.319,89.211,89.22,89.098,88.842,88.591,88.545,88.572,88.405,88.324,88.271,88.135,88.096,88.032,87.991,87.981,87.96,87.935,87.935,87.935,87.931,87.883,87.875,87.745,87.397,87.065,86.825,86.756,86.714,86.626,86.613,86.592,86.464,86.458,86.463,86.261,86.189,86.074,85.94,85.926,85.808,85.71,85.681,85.625,85.263,85.215,85.211,85.194,85.096,84.989,84.952,84.846,84.771,84.771,84.763,84.668,84.625,84.573,84.569,84.56,84.568,84.578,84.591,84.603,84.613,84.619,84.651,84.663,84.791,84.833,84.86,84.929,84.92,84.923,84.966,84.984,84.983,84.969,85.004,85.004,85.004,85.212,85.167,85.243,85.243,85.24,85.298,85.306,85.453,85.452,85.451,85.475,85.49,85.508,85.495,85.49,85.594,85.717,85.73,85.73,85.785,85.818,85.764,85.676,85.699,85.665,85.599,85.607,85.663,85.801,85.957,86.081,86.176,86.348,86.199,86.245,86.4,86.423,86.47,86.476,86.592,86.71,86.875,86.923,87.279,87.385,87.565,87.752,87.831,88.175,88.249,88.56,88.673,88.732,89.229,89.288,89.634,89.969,90.136,90.475,90.898,91.245,91.397,91.695,92.019,92.169,92.603,93.029,93.897,94.425,95.357,95.806,96.136,96.611,97.347,97.823,98.384,99.061,99.457,99.669,99.702,99.906,99.943,99.985,99.988,100.008,100.0,100.228,100.266,100.359,100.44,100.408,100.437,100.493,100.685,100.685,100.685,100.824,100.868,100.989,101.248,101.365,101.589,101.739,0.148
전라북도,대형,88.67,88.67,88.701,88.701,88.701,88.701,88.701,88.701,88.701,88.701,88.701,88.701,88.701,88.626,88.626,88.679,88.679,88.679,88.679,88.679,88.679,88.72,88.72,88.72,88.736,88.723,88.723,88.71,88.668,88.686,88.686,88.686,88.619,88.619,88.619,88.619,88.619,88.619,88.619,88.619,88.619,88.619,88.619,88.593,88.49,88.49,88.413,88.413,88.413,88.362,88.311,88.311,88.311,88.308,88.291,88.291,88.291,88.291,88.271,88.256,88.236,88.236,88.193,88.193,88.193,88.146,88.146,88.146,88.157,88.157,88.217,88.217,88.217,88.217,88.217,88.217,88.281,88.281,88.281,88.281,88.375,88.375,88.375,88.375,88.375,88.384,88.382,88.382,88.319,88.319,88.248,88.119,88.056,88.044,88.022,88.002,87.951,87.824,87.796,87.729,87.566,87.566,87.566,87.517,87.418,87.453,87.442,87.483,87.438,87.437,87.437,87.451,87.451,87.451,87.451,87.422,87.422,87.419,87.418,87.402,87.402,87.331,87.331,87.331,87.273,87.249,87.196,87.193,87.173,87.173,87.173,87.182,87.182,87.227,87.227,87.22,87.22,87.181,87.208,87.204,87.169,87.159,87.159,87.126,87.126,87.126,87.115,87.142,87.142,87.142,87.142,87.136,87.136,87.136,87.13,87.13,87.141,87.141,87.141,87.141,87.141,87.153,87.153,87.153,87.158,87.125,87.228,87.312,87.312,87.414,87.457,87.499,87.572,87.858,87.89,87.914,87.914,88.253,88.483,88.58,88.989,89.101,89.285,89.46,89.527,89.63,89.77,89.82,89.92,89.972,90.003,90.256,90.518,90.731,90.731,90.781,91.036,91.348,91.488,91.633,91.816,92.09,92.56,92.705,93.252,93.477,93.607,93.998,94.107,94.283,94.722,94.722,94.963,95.062,95.514,95.674,96.083,96.896,96.957,97.019,97.164,97.276,97.548,98.029,98.376,98.66,98.72,98.775,98.856,99.308,99.58,99.645,100.0,100.096,100.209,100.357,100.512,100.707,100.777,100.869,100.937,100.937,100.937,101.548,101.811,101.97,102.115,102.185,102.258,102.258,0.0
전라북도,중대형,90.022,90.022,90.056,90.056,90.056,90.135,90.135,90.135,90.135,90.135,90.135,90.135,90.106,90.013,90.013,90.013,90.013,89.978,89.978,89.978,89.952,89.963,89.963,89.963,89.789,89.789,89.789,89.789,89.789,89.789,89.821,89.821,89.744,89.744,89.699,89.677,89.677,89.677,89.677,89.63,89.63,89.63,89.63,89.58,89.58,89.574,89.574,89.574,89.574,89.497,89.474,89.385,89.353,89.35,89.225,89.225,89.174,89.114,89.08,89.033,89.061,89.061,89.004,89.004,89.004,89.004,89.018,89.018,89.018,89.018,89.018,88.979,88.979,88.596,88.518,88.518,88.518,88.518,88.518,88.524,88.621,88.621,88.621,88.598,88.598,88.601,88.601,88.601,88.583,88.476,88.399,88.384,88.319,88.164,88.149,88.144,88.023,87.935,87.935,87.765,87.71,87.629,87.623,87.534,87.49,87.469,87.445,87.373,87.373,87.227,87.11,87.11,87.11,87.108,87.108,87.108,87.108,86.907,86.906,86.906,86.906,86.938,86.917,86.917,86.917,86.921,86.921,86.923,86.913,86.939,86.939,86.973,86.973,86.973,86.973,87.032,87.016,87.068,87.089,87.089,87.179,87.179,87.179,87.179,87.014,87.014,87.09,87.054,87.054,87.054,87.054,87.054,86.974,86.995,86.995,86.995,86.995,86.958,86.958,86.958,87.003,87.015,87.015,87.015,86.997,86.979,86.979,87.196,87.33,87.375,87.556,87.701,87.806,87.916,87.916,88.056,88.056,88.075,88.267,88.405,88.82,89.036,89.333,89.473,89.62,89.57,89.707,89.707,89.8,89.772,89.79,90.029,90.243,90.543,90.543,90.476,90.726,90.793,90.928,91.156,91.744,92.109,92.379,92.721,93.252,93.684,93.766,93.929,93.998,94.099,94.474,94.694,94.91,95.088,95.263,95.457,95.832,96.59,96.922,97.068,97.359,97.456,97.822,98.146,98.261,98.825,99.315,99.315,99.564,99.739,99.785,99.857,100.0,100.468,100.645,100.73,101.041,101.128,101.244,101.304,101.969,101.969,101.969,102.857,103.05,103.569,103.883,104.201,104.579,104.7,0.116
전라북도,중형,88.632,88.632,88.632,88.632,88.632,88.632,88.632,88.523,88.522,88.171,88.171,88.171,88.171,88.171,88.171,88.171,88.171,88.171,88.171,88.171,88.204,88.204,88.204,88.204,88.204,88.204,88.204,88.204,88.204,88.204,88.204,88.204,88.204,88.204,88.204,88.204,88.204,88.271,88.271,88.271,88.271,88.271,88.271,88.271,88.271,88.271,88.271,88.271,88.271,88.271,88.271,88.012,88.012,88.012,87.754,87.754,87.754,87.754,87.754,87.754,87.754,87.754,87.754,87.754,87.754,87.754,87.754,87.754,87.754,87.754,87.754,87.754,87.754,87.754,87.754,87.754,87.754,87.228,87.227,87.227,88.713,88.713,88.645,88.645,88.645,88.645,88.645,88.645,88.477,88.3,87.853,87.686,86.994,86.798,86.798,86.798,86.798,86.632,86.632,86.375,86.375,86.5,86.501,86.167,86.166,86.166,86.166,85.781,85.87,85.697,85.696,85.593,85.593,85.593,85.593,85.593,85.506,85.419,85.419,85.419,85.361,85.36,85.36,85.36,85.273,85.273,85.273,85.273,85.273,85.273,85.273,85.273,85.273,85.273,85.273,84.981,84.935,84.935,84.935,84.935,85.186,85.185,85.185,85.032,85.244,85.244,85.244,85.088,85.088,85.088,85.088,85.088,85.088,85.088,85.088,85.088,85.161,85.16,85.16,85.16,85.16,85.16,85.16,85.497,85.497,85.497,85.906,85.906,85.906,85.906,85.906,85.906,85.906,86.488,86.488,86.488,87.042,87.004,87.004,87.004,87.437,87.242,88.513,88.765,88.766,88.766,88.766,88.766,89.364,89.364,89.403,89.404,89.404,89.659,90.141,90.496,90.496,90.834,90.834,92.338,92.338,92.73,92.827,93.088,93.291,93.291,93.291,93.291,93.701,94.246,94.246,94.246,94.246,94.545,94.545,94.545,95.921,96.14,96.444,96.444,96.794,97.061,97.06,97.06,97.494,98.94,98.94,99.422,99.422,99.661,99.827,100.0,100.0,100.109,100.269,100.84,101.196,101.262,101.262,101.404,101.404,101.404,101.404,101.65,101.65,102.259,102.296,102.426,102.611,102.611,0.0
전라북도,중소형,91.024,91.024,91.058,91.104,91.078,91.003,90.948,90.961,90.961,90.967,90.967,90.981,90.968,90.938,90.935,90.946,90.946,90.988,90.973,90.973,90.936,90.952,90.896,90.985,90.992,90.981,90.972,90.972,90.993,90.984,90.965,90.969,90.933,90.915,90.832,90.832,90.832,90.786,90.774,90.721,90.707,90.682,90.638,90.512,90.497,90.439,90.434,90.399,90.377,90.337,90.274,90.247,90.217,90.185,90.071,90.099,90.093,90.056,90.036,89.928,89.857,89.857,89.846,89.785,89.799,89.756,89.783,89.783,89.744,89.711,89.705,89.628,89.62,89.62,89.615,89.555,89.525,89.482,89.461,89.438,89.39,89.46,89.451,89.441,89.392,89.348,89.263,89.229,89.136,89.072,89.021,88.879,88.661,88.585,88.527,88.493,88.397,88.232,88.227,88.15,87.85,87.669,87.481,87.414,87.348,87.336,87.248,87.179,87.171,87.066,86.9,86.869,86.864,86.844,86.808,86.726,86.7,86.666,86.648,86.644,86.608,86.53,86.488,86.46,86.444,86.424,86.411,86.395,86.385,86.337,86.362,86.345,86.341,86.338,86.279,86.357,86.33,86.289,86.226,86.143,86.125,86.13,86.113,86.143,86.12,86.067,86.048,86.038,86.058,86.041,85.967,85.971,85.993,85.997,85.979,86.007,86.041,86.146,86.169,86.173,86.21,86.21,86.227,86.284,86.284,86.315,86.346,86.383,86.422,86.52,86.519,86.487,86.5,86.584,86.659,86.743,86.79,87.028,87.269,87.358,87.49,87.644,87.883,87.962,87.997,87.999,88.013,88.158,88.291,88.477,88.624,88.724,89.036,89.3,89.465,89.718,90.009,90.3,90.454,90.65,90.852,90.942,91.228,91.45,91.71,92.143,92.318,92.413,92.684,92.965,93.249,93.522,93.757,94.035,94.383,94.722,95.22,95.799,96.18,96.646,97.115,97.39,97.898,98.159,98.235,98.561,98.76,98.903,99.099,99.257,99.461,99.729,100.0,100.168,100.371,100.53,100.674,101.041,101.184,101.487,101.739,101.739,101.739,102.586,103.024,103.404,103.676,104.109,104.339,104.615,0.264
전라북도,소형,92.458,92.475,92.518,92.46,92.46,92.439,92.396,92.396,92.396,92.396,92.396,92.438,92.438,92.438,92.384,92.389,92.371,92.386,92.417,92.461,92.502,92.504,92.504,92.575,92.552,92.55,92.544,92.549,92.583,92.574,92.574,92.574,92.563,92.539,92.521,92.538,92.528,92.491,92.484,92.464,92.471,92.455,92.451,92.414,92.221,92.211,92.178,92.144,92.094,92.069,92.149,92.088,92.069,91.993,91.874,91.862,91.815,91.728,91.695,91.695,91.668,91.668,91.672,91.672,91.672,91.634,91.619,91.619,91.616,91.556,91.523,91.51,91.482,91.406,91.37,91.355,91.321,91.273,91.271,91.268,91.257,91.219,91.2,91.1,90.997,90.988,90.945,90.838,90.796,90.727,90.602,90.396,90.345,90.304,90.25,90.211,90.165,90.086,90.036,89.881,89.753,89.276,89.113,88.942,88.868,88.837,88.803,88.732,88.702,88.688,88.513,88.473,88.453,88.411,88.359,88.317,88.09,88.057,88.01,87.937,87.855,87.821,87.756,87.668,87.652,87.535,87.515,87.513,87.398,87.358,87.31,87.3,87.153,87.085,87.032,86.866,86.854,86.825,86.822,86.792,86.732,86.732,86.722,86.71,86.713,86.711,86.687,86.718,86.656,86.627,86.627,86.605,86.57,86.546,86.546,86.549,86.549,86.566,86.576,86.572,86.574,86.604,86.614,86.628,86.628,86.633,86.633,86.669,86.687,86.679,86.658,86.654,86.644,86.641,86.649,86.715,86.842,86.915,87.048,87.058,87.249,87.274,87.412,87.653,87.774,87.986,88.159,88.348,88.417,88.49,88.571,88.675,89.027,89.148,89.204,89.627,89.895,90.012,90.112,90.224,90.495,90.666,91.07,91.309,91.373,91.472,91.626,91.66,91.871,92.153,92.355,92.748,93.219,93.471,94.175,94.499,95.018,95.261,95.876,96.198,97.097,97.266,97.839,98.02,98.208,98.364,98.664,99.107,99.507,99.588,99.734,99.831,100.0,100.19,100.326,100.54,100.828,101.016,101.153,101.4,101.562,101.562,101.562,102.321,102.625,102.84,103.016,103.178,103.433,103.716,0.274
전라남도,대형,88.27,88.27,88.27,88.27,88.414,88.524,88.517,88.578,88.578,89.259,89.259,89.259,89.42,89.42,89.491,89.491,89.491,89.559,89.559,89.559,89.559,89.559,89.559,89.559,89.559,90.0,90.0,90.0,90.264,90.264,90.477,90.477,90.577,90.617,90.617,90.701,90.987,90.987,90.987,90.987,90.987,90.987,90.987,90.987,90.987,91.124,91.124,91.124,91.124,91.124,91.15,91.156,91.156,91.359,91.383,91.383,91.529,91.529,91.529,91.676,91.676,91.676,91.676,91.676,91.676,91.676,91.676,91.676,92.132,92.132,92.357,92.357,92.357,92.486,92.485,92.485,92.485,92.485,92.55,92.55,92.55,92.55,93.009,93.191,93.191,93.095,93.094,93.331,93.356,93.356,93.471,93.471,93.471,93.372,93.372,93.372,93.46,93.46,93.46,93.46,93.471,93.487,93.492,93.406,93.406,93.406,93.406,93.406,93.406,93.406,93.454,93.454,93.47,93.47,93.48,93.479,93.479,93.479,93.479,93.479,93.479,93.479,93.479,93.479,93.479,93.479,93.479,93.479,93.588,93.588,93.6,93.958,93.958,93.958,93.958,93.958,93.958,93.958,94.169,94.169,94.169,94.169,94.169,94.169,94.169,94.169,94.272,94.265,94.265,94.265,94.265,94.265,94.265,94.265,94.398,94.567,94.566,94.566,94.566,94.453,94.636,94.636,94.636,95.041,95.041,95.041,95.11,95.11,95.317,95.316,95.316,95.458,95.458,95.606,95.606,96.353,96.668,97.033,97.033,97.033,97.033,97.033,97.033,97.033,97.205,97.361,97.361,97.361,97.361,97.625,97.625,97.745,98.007,98.007,98.007,98.143,98.143,98.143,98.143,98.143,98.21,98.21,98.21,98.319,98.319,98.476,98.817,98.817,98.87,98.87,98.923,98.923,98.923,98.957,98.971,99.467,99.474,99.564,99.564,99.564,99.641,99.642,99.7,99.7,99.71,99.71,100.032,100.032,100.032,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.918,99.918,99.918,99.918,100.151,0.233
