지역,구분,2017-05-22 09:00:52,2017-05-29 09:00:52,2017-06-05 09:00:52,2017-06-12 09:00:52,2017-06-19 09:00:52,2017-06-26 09:00:52,2017-07-03 09:00:52,2017-07-10 09:00:52,2017-07-17 09:00:52,2017-07-24 09:00:52,2017-07-31 09:00:52,2017-08-07 09:00:52,2017-08-14 09:00:52,2017-08-21 09:00:52,2017-08-28 09:00:52,2017-09-04 09:00:52,2017-09-11 09:00:52,2017-09-18 09:00:52,2017-09-25 09:00:52,2017-10-09 09:00:52,2017-10-16 09:00:52,2017-10-23 09:00:52,2017-10-30 09:00:52,2017-11-06 09:00:52,2017-11-13 09:00:52,2017-11-20 09:00:52,2017-11-27 09:00:52,2017-12-04 09:00:52,2017-12-11 09:00:52,2017-12-18 09:00:52,2017-12-25 09:00:52,2018-01-01 09:00:52,2018-01-08 09:00:52,2018-01-15 09:00:52,2018-01-22 09:00:52,2018-01-29 09:00:52,2018-02-05 09:00:52,2018-02-19 09:00:52,2018-02-26 09:00:52,2018-03-05 09:00:52,2018-03-12 09:00:52,2018-03-19 09:00:52,2018-03-26 09:00:52,2018-04-02 09:00:52,2018-04-09 09:00:52,2018-04-16 09:00:52,2018-04-23 09:00:52,2018-04-30 09:00:52,2018-05-07 09:00:52,2018-05-14 09:00:52,2018-05-21 09:00:52,2018-05-28 09:00:52,2018-06-04 09:00:52,2018-06-11 09:00:52,2018-06-18 09:00:52,2018-06-25 09:00:52,2018-07-02 09:00:52,2018-07-09 09:00:52,2018-07-16 09:00:52,2018-07-23 09:00:52,2018-07-30 09:00:52,2018-08-06 09:00:52,2018-08-13 09:00:52,2018-08-20 09:00:52,2018-08-27 09:00:52,2018-09-03 09:00:52,2018-09-10 09:00:52,2018-09-17 09:00:52,2018-10-01 09:00:52,2018-10-08 09:00:52,2018-10-15 09:00:52,2018-10-22 09:00:52,2018-10-29 09:00:52,2018-11-05 09:00:52,2018-11-12 09:00:52,2018-11-19 09:00:52,2018-11-26 09:00:52,2018-12-03 09:00:52,2018-12-10 09:00:52,2018-12-17 09:00:52,2018-12-24 09:00:52,2018-12-31 09:00:52,2019-01-07 09:00:52,2019-01-14 09:00:52,2019-01-21 09:00:52,2019-01-28 09:00:52,2019-02-11 09:00:52,2019-02-18 09:00:52,2019-02-25 09:00:52,2019-03-04 09:00:52,2019-03-11 09:00:52,2019-03-18 09:00:52,2019-03-25 09:00:52,2019-04-01 09:00:52,2019-04-08 09:00:52,2019-04-15 09:00:52,2019-04-22 09:00:52,2019-04-29 09:00:52,2019-05-06 09:00:52,2019-05-13 09:00:52,2019-05-20 09:00:52,2019-05-27 09:00:52,2019-06-03 09:00:52,2019-06-10 09:00:52,2019-06-17 09:00:52,2019-06-24 09:00:52,2019-07-01 09:00:52,2019-07-08 09:00:52,2019-07-15 09:00:52,2019-07-22 09:00:52,2019-07-29 09:00:52,2019-08-05 09:00:52,2019-08-12 09:00:52,2019-08-19 09:00:52,2019-08-26 09:00:52,2019-09-02 09:00:52,2019-09-16 09:00:52,2019-09-23 09:00:52,2019-09-30 09:00:52,2019-10-07 09:00:52,2019-10-14 09:00:52,2019-10-21 09:00:52,2019-10-28 09:00:52,2019-11-04 09:00:52,2019-11-11 09:00:52,2019-11-18 09:00:52,2019-11-25 09:00:52,2019-12-02 09:00:52,2019-12-09 09:00:52,2019-12-16 09:00:52,2019-12-23 09:00:52,2019-12-30 09:00:52,2020-01-06 09:00:52,2020-01-13 09:00:52,2020-01-20 09:00:52,2020-02-03 09:00:52,2020-02-10 09:00:52,2020-02-17 09:00:52,2020-02-24 09:00:52,2020-03-02 09:00:52,2020-03-09 09:00:52,2020-03-16 09:00:52,2020-03-23 09:00:52,2020-03-30 09:00:52,2020-04-06 09:00:52,2020-04-13 09:00:52,2020-04-20 09:00:52,2020-05-04 09:00:52,2020-05-11 09:00:52,2020-05-18 09:00:52,2020-05-25 09:00:52,2020-06-01 09:00:52,2020-06-08 09:00:52,2020-06-15 09:00:52,2020-06-22 09:00:52,2020-06-29 09:00:52,2020-07-06 09:00:52,2020-07-13 09:00:52,2020-07-20 09:00:52,2020-07-27 09:00:52,2020-08-03 09:00:52,2020-08-10 09:00:52,2020-08-17 09:00:52,2020-08-24 09:00:52,2020-08-31 09:00:52,2020-09-07 09:00:52,2020-09-14 09:00:52,2020-09-21 09:00:52,2020-10-05 09:00:52,2020-10-12 09:00:52,2020-10-19 09:00:52,2020-10-26 09:00:52,2020-11-02 09:00:52,2020-11-09 09:00:52,2020-11-16 09:00:52,2020-11-23 09:00:52,2020-11-30 09:00:52,2020-12-07 09:00:52,2020-12-14 09:00:52,2020-12-21 09:00:52,2020-12-28 09:00:52,2021-01-04 09:00:52,2021-01-11 09:00:52,2021-01-18 09:00:52,2021-01-25 09:00:52,2021-02-01 09:00:52,2021-02-15 09:00:52,2021-02-22 09:00:52,2021-03-01 09:00:52,2021-03-08 09:00:52,2021-03-15 09:00:52,2021-03-22 09:00:52,2021-03-29 09:00:52,2021-04-05 09:00:52,2021-04-12 09:00:52,2021-04-19 09:00:52,2021-04-26 09:00:52,2021-05-03 09:00:52,2021-05-10 09:00:52,2021-05-17 09:00:52,2021-05-24 09:00:52,2021-05-31 09:00:52,2021-06-07 09:00:52,2021-06-14 09:00:52,2021-06-21 09:00:52,2021-06-28 09:00:52,2021-07-05 09:00:52,2021-07-12 09:00:52,2021-07-19 09:00:52,2021-07-26 09:00:52,2021-08-02 09:00:52,2021-08-09 09:00:52,2021-08-16 09:00:52,2021-08-23 09:00:52,2021-08-30 09:00:52,2021-09-06 09:00:52,2021-09-13 09:00:52,2021-09-27 09:00:52,2021-10-04 09:00:52,2021-10-11 09:00:52,2021-10-18 09:00:52,2021-10-25 09:00:52,2021-11-01 09:00:52,2021-11-08 09:00:52,2021-11-15 09:00:52,2021-11-22 09:00:52,2021-11-29 09:00:52,2021-12-06 09:00:52,2021-12-13 09:00:52,2021-12-20 09:00:52,2021-12-27 09:00:52,2022-01-03 09:00:52,2022-01-10 09:00:52,2022-01-17 09:00:52,2022-01-24 09:00:52,2022-02-07 09:00:52,2022-02-14 09:00:52,2022-02-21 09:00:52,2022-02-28 09:00:52,2022-03-07 09:00:52,2022-03-14 09:00:52,2022-03-21 09:00:52,2022-03-28 09:00:52,2022-04-04 09:00:52,2022-04-11 09:00:52,2022-04-18 09:00:52,2022-04-25 09:00:52,2022-05-02 09:00:52,2022-05-09 09:00:52,2022-05-16 09:00:52,Unnamed: 252
6개광역시,중대형,71.316,71.343,71.353,71.378,71.408,71.455,71.481,71.557,71.592,71.643,71.659,71.684,71.709,71.744,71.769,71.774,71.78,71.795,71.816,71.833,71.837,71.855,71.876,71.904,71.906,71.923,71.946,71.967,71.966,71.973,71.979,71.976,71.979,71.995,71.996,71.995,71.996,72.0,72.001,72.006,72.001,72.028,72.042,72.056,72.077,72.076,72.099,72.111,72.114,72.118,72.116,72.117,72.127,72.143,72.165,72.162,72.175,72.174,72.19,72.224,72.253,72.259,72.307,72.398,72.401,72.506,72.538,72.612,72.665,72.711,72.76,72.833,72.884,72.927,72.954,72.997,73.034,73.088,73.134,73.145,73.145,73.145,73.15,73.196,73.238,73.236,73.24,73.261,73.24,73.25,73.247,73.211,73.199,73.21,73.208,73.182,73.197,73.175,73.178,73.188,73.156,73.173,73.159,73.156,73.16,73.154,73.144,73.151,73.17,73.143,73.135,73.13,73.162,73.169,73.184,73.218,73.273,73.324,73.345,73.416,73.462,73.548,73.586,73.644,73.696,73.772,73.821,73.904,73.994,74.053,74.17,74.226,74.265,74.372,74.417,74.556,74.735,74.885,74.981,75.044,75.182,75.355,75.455,75.547,75.609,75.626,75.664,75.693,75.756,75.863,75.934,76.015,76.1,76.207,76.416,76.614,76.799,76.904,77.053,77.251,77.457,77.551,77.656,77.81,77.998,78.139,78.283,78.471,78.65,78.824,79.005,79.232,79.587,80.041,80.602,81.121,81.627,82.023,82.55,82.88,83.212,83.505,83.875,84.201,84.643,85.06,85.479,85.937,86.305,86.604,87.026,87.568,87.978,88.301,88.594,88.869,89.207,89.429,89.733,90.04,90.546,91.03,91.488,91.848,92.157,92.588,92.876,93.224,93.699,93.979,94.348,94.76,95.076,95.464,95.874,96.297,96.645,97.063,97.275,97.698,98.042,98.468,98.693,98.928,99.078,99.311,99.475,99.66,99.753,99.868,99.929,99.968,100.0,100.046,100.038,100.088,100.119,100.151,100.151,100.145,100.24,100.24,100.24,100.285,100.3,100.301,100.297,,,100.344,
6개광역시,중형,73.822,73.853,73.86,73.858,73.864,73.859,73.915,73.958,73.975,74.06,74.128,74.212,74.228,74.238,74.253,74.244,74.247,74.248,74.251,74.265,74.334,74.4,74.393,74.395,74.386,74.417,74.421,74.42,74.426,74.446,74.45,74.453,74.518,74.529,74.563,74.535,74.586,74.604,74.602,74.666,74.67,74.686,74.726,74.725,74.715,74.689,74.691,74.698,74.691,74.671,74.664,74.665,74.659,74.608,74.649,74.625,74.679,74.705,74.73,74.749,74.736,74.774,74.787,74.862,74.911,74.977,75.033,75.116,75.084,75.135,75.272,75.339,75.376,75.441,75.564,75.563,75.57,75.586,75.69,75.738,75.781,75.814,75.881,75.964,75.945,75.916,75.955,75.952,75.939,75.885,75.853,75.732,75.653,75.633,75.628,75.628,75.621,75.596,75.592,75.542,75.522,75.488,75.48,75.479,75.473,75.474,75.479,75.46,75.443,75.448,75.368,75.349,75.416,75.402,75.34,75.311,75.332,75.337,75.37,75.423,75.492,75.519,75.578,75.703,75.837,75.938,76.006,76.127,76.143,76.225,76.335,76.48,76.543,76.745,76.785,76.882,77.06,77.227,77.634,77.978,78.188,78.339,78.39,78.48,78.496,78.499,78.528,78.524,78.671,78.756,78.831,78.914,78.93,79.01,79.107,79.215,79.364,79.45,79.487,79.62,79.873,80.062,80.17,80.342,80.567,80.651,80.701,80.734,80.915,81.048,81.141,81.46,81.936,82.235,82.431,83.139,83.717,84.268,84.677,85.477,85.588,85.774,86.191,86.463,86.563,86.917,87.249,87.496,87.841,88.25,88.542,88.888,89.458,89.789,89.987,90.319,90.6,90.84,91.073,91.459,91.789,92.057,92.361,92.827,93.243,93.492,93.743,93.969,94.25,94.384,94.617,94.877,95.233,95.456,95.721,96.154,96.398,96.853,97.263,97.952,98.205,98.55,98.709,98.851,99.006,99.166,99.45,99.534,99.645,99.947,99.948,99.978,100.0,100.014,100.025,100.054,100.153,100.037,100.02,100.055,99.642,99.642,99.642,99.776,99.863,99.94,99.914,,,99.853,
6개광역시,중소형,76.14,76.154,76.178,76.195,76.221,76.261,76.299,76.327,76.35,76.395,76.419,76.438,76.459,76.472,76.476,76.501,76.518,76.542,76.554,76.563,76.585,76.601,76.612,76.621,76.627,76.634,76.645,76.641,76.644,76.653,76.657,76.667,76.678,76.671,76.676,76.672,76.671,76.672,76.667,76.665,76.674,76.682,76.69,76.695,76.7,76.704,76.712,76.705,76.716,76.719,76.729,76.714,76.726,76.732,76.731,76.732,76.732,76.721,76.721,76.713,76.71,76.714,76.729,76.753,76.766,76.815,76.877,76.926,76.981,77.029,77.086,77.13,77.139,77.169,77.166,77.164,77.183,77.205,77.212,77.215,77.216,77.21,77.202,77.195,77.157,77.154,77.166,77.163,77.162,77.156,77.134,77.071,77.044,77.011,76.992,76.982,76.963,76.936,76.915,76.894,76.871,76.837,76.795,76.781,76.766,76.767,76.749,76.738,76.724,76.693,76.668,76.66,76.654,76.648,76.649,76.648,76.654,76.673,76.683,76.693,76.718,76.754,76.786,76.809,76.838,76.888,76.956,77.018,77.061,77.161,77.229,77.293,77.334,77.413,77.472,77.567,77.672,77.776,77.866,77.935,78.042,78.146,78.244,78.304,78.372,78.394,78.436,78.473,78.508,78.563,78.613,78.667,78.74,78.811,78.975,79.078,79.199,79.282,79.419,79.516,79.615,79.714,79.789,79.87,79.982,80.085,80.191,80.303,80.485,80.611,80.816,81.065,81.314,81.672,82.083,82.645,83.065,83.433,83.906,84.207,84.528,84.74,85.008,85.268,85.541,85.89,86.256,86.65,87.016,87.32,87.595,87.942,88.262,88.539,88.768,89.076,89.367,89.634,89.956,90.226,90.589,90.914,91.272,91.602,91.923,92.302,92.619,92.955,93.291,93.654,93.931,94.341,94.648,95.107,95.494,95.901,96.287,96.724,97.133,97.442,97.873,98.288,98.543,98.719,98.937,99.131,99.301,99.434,99.589,99.726,99.852,99.901,100.0,100.05,100.086,100.124,100.141,100.156,100.141,100.136,100.149,100.149,100.149,100.189,100.205,100.235,100.282,,,100.35,
6개광역시,소형,78.532,78.544,78.577,78.623,78.644,78.681,78.719,78.757,78.777,78.807,78.845,78.858,78.873,78.878,78.897,78.879,78.878,78.885,78.894,78.879,78.886,78.888,78.885,78.892,78.889,78.885,78.876,78.877,78.894,78.88,78.881,78.864,78.852,78.84,78.836,78.833,78.83,78.815,78.822,78.82,78.819,78.818,78.815,78.811,78.8,78.786,78.766,78.761,78.749,78.746,78.737,78.732,78.73,78.723,78.687,78.673,78.671,78.668,78.653,78.63,78.609,78.56,78.54,78.548,78.545,78.54,78.51,78.489,78.47,78.48,78.392,78.374,78.322,78.321,78.324,78.3,78.324,78.366,78.363,78.33,78.306,78.288,78.28,78.244,78.22,78.228,78.171,78.171,78.184,78.159,78.133,78.112,78.091,78.066,78.07,78.053,78.036,78.007,77.976,77.926,77.908,77.86,77.815,77.82,77.811,77.81,77.806,77.781,77.777,77.738,77.704,77.714,77.722,77.723,77.713,77.74,77.758,77.808,77.857,77.881,77.91,77.927,77.929,77.934,77.932,77.949,77.99,78.035,78.106,78.152,78.232,78.304,78.346,78.444,78.509,78.58,78.649,78.695,78.78,78.847,78.981,79.07,79.17,79.227,79.293,79.318,79.368,79.387,79.391,79.414,79.488,79.546,79.602,79.688,79.833,79.947,80.058,80.127,80.207,80.274,80.355,80.402,80.47,80.532,80.578,80.616,80.671,80.724,80.812,80.884,80.996,81.173,81.412,81.634,81.929,82.378,82.705,82.915,83.335,83.475,83.725,83.858,84.086,84.234,84.445,84.774,85.054,85.336,85.683,85.936,86.261,86.639,86.941,87.193,87.413,87.707,87.945,88.265,88.577,88.792,89.191,89.578,89.915,90.16,90.451,90.855,91.164,91.485,91.835,92.237,92.641,93.106,93.629,94.222,94.716,95.176,95.568,96.268,96.673,96.997,97.591,98.005,98.483,98.739,98.985,99.178,99.354,99.477,99.648,99.785,99.872,99.907,100.0,100.052,100.131,100.162,100.179,100.188,100.211,100.188,100.185,100.185,100.185,100.24,100.275,100.365,100.433,,,100.514,
5개광역시,대형,73.481,73.5,73.514,73.526,73.54,73.6,73.603,73.607,73.61,73.626,73.647,73.677,73.707,73.71,73.742,73.803,73.794,73.782,73.806,73.839,73.84,73.846,73.887,73.901,73.92,73.924,73.951,73.951,73.957,73.957,73.986,73.948,74.041,74.066,74.107,74.118,74.11,74.14,74.168,74.172,74.181,74.215,74.282,74.318,74.342,74.375,74.401,74.41,74.42,74.428,74.432,74.427,74.531,74.601,74.709,74.789,74.792,74.797,74.887,74.911,74.924,74.924,74.964,75.046,75.173,75.28,75.392,75.468,75.526,75.613,75.647,75.799,75.79,75.807,75.777,75.845,75.901,75.989,76.036,76.062,76.078,76.065,76.061,76.063,76.158,76.193,76.271,76.279,76.291,76.313,76.345,76.32,76.297,76.313,76.313,76.308,76.302,76.297,76.33,76.346,76.362,76.349,76.337,76.344,76.399,76.417,76.459,76.483,76.504,76.476,76.483,76.503,76.515,76.517,76.535,76.557,76.596,76.648,76.709,76.741,76.809,76.85,76.906,76.958,77.011,77.074,77.161,77.276,77.411,77.475,77.554,77.593,77.673,77.827,77.875,77.985,78.057,78.125,78.173,78.165,78.264,78.378,78.427,78.455,78.547,78.565,78.631,78.652,78.698,78.732,78.789,78.809,78.881,78.944,79.067,79.265,79.365,79.505,79.621,79.729,79.853,79.978,80.225,80.396,80.529,80.597,80.741,81.041,81.404,81.648,82.063,82.33,83.01,83.531,83.916,84.598,85.344,85.865,86.27,86.58,86.882,87.186,87.512,87.993,88.488,88.842,89.224,89.414,89.665,89.948,90.293,90.552,90.766,90.978,91.17,91.347,91.767,91.996,92.327,92.68,92.94,93.171,93.386,93.852,94.072,94.345,94.585,94.959,95.237,95.432,95.694,95.869,96.036,96.41,96.881,97.315,97.512,97.71,97.85,98.016,98.366,98.445,98.698,98.896,98.996,99.218,99.337,99.6,99.692,99.849,99.911,99.923,100.0,100.038,100.024,100.028,100.035,100.063,100.063,100.08,100.081,100.081,100.081,100.193,100.198,100.254,100.252,,,100.431,
5개광역시,중대형,73.489,73.517,73.528,73.555,73.573,73.609,73.621,73.689,73.729,73.775,73.789,73.821,73.851,73.875,73.903,73.91,73.906,73.916,73.916,73.927,73.929,73.949,73.975,74.007,74.009,74.028,74.062,74.079,74.077,74.087,74.092,74.087,74.091,74.109,74.104,74.102,74.104,74.109,74.11,74.116,74.11,74.137,74.155,74.17,74.196,74.195,74.231,74.246,74.253,74.259,74.258,74.261,74.269,74.289,74.321,74.317,74.338,74.347,74.367,74.406,74.444,74.452,74.509,74.619,74.616,74.738,74.779,74.856,74.914,74.967,75.004,75.087,75.154,75.208,75.251,75.294,75.341,75.41,75.46,75.474,75.472,75.473,75.479,75.527,75.582,75.579,75.583,75.611,75.582,75.596,75.592,75.549,75.539,75.562,75.559,75.527,75.547,75.524,75.529,75.546,75.521,75.537,75.519,75.52,75.525,75.527,75.515,75.525,75.55,75.515,75.511,75.505,75.547,75.557,75.578,75.623,75.677,75.725,75.754,75.834,75.886,75.97,76.008,76.08,76.15,76.243,76.308,76.415,76.529,76.599,76.709,76.772,76.808,76.943,76.985,77.121,77.27,77.356,77.407,77.447,77.509,77.579,77.612,77.632,77.666,77.681,77.709,77.722,77.759,77.849,77.909,77.966,78.031,78.11,78.26,78.395,78.561,78.686,78.839,79.001,79.205,79.318,79.438,79.56,79.684,79.849,80.027,80.257,80.453,80.637,80.845,81.116,81.51,82.084,82.745,83.349,83.929,84.394,85.035,85.347,85.682,85.989,86.347,86.69,87.18,87.688,88.187,88.64,88.919,89.135,89.445,89.824,90.136,90.385,90.661,90.864,91.167,91.392,91.717,91.927,92.277,92.68,93.039,93.363,93.688,94.062,94.31,94.669,95.057,95.355,95.593,95.887,96.035,96.235,96.506,96.869,97.214,97.566,97.74,98.102,98.523,98.851,99.01,99.192,99.346,99.543,99.652,99.745,99.822,99.877,99.934,99.96,100.0,100.019,100.009,100.065,100.107,100.144,100.143,100.136,100.161,100.161,100.161,100.226,100.239,100.241,100.24,,,100.305,
5개광역시,중형,76.708,76.756,76.766,76.763,76.765,76.749,76.788,76.854,76.87,76.97,77.032,77.143,77.167,77.183,77.178,77.164,77.169,77.17,77.175,77.174,77.24,77.341,77.33,77.334,77.32,77.367,77.369,77.368,77.378,77.377,77.383,77.389,77.427,77.444,77.444,77.38,77.454,77.482,77.478,77.577,77.584,77.568,77.628,77.628,77.612,77.572,77.575,77.586,77.605,77.592,77.582,77.583,77.574,77.561,77.568,77.529,77.613,77.653,77.691,77.719,77.7,77.771,77.791,77.872,77.956,78.056,78.141,78.243,78.186,78.264,78.474,78.576,78.639,78.74,78.943,78.941,78.952,78.977,79.135,79.209,79.275,79.308,79.417,79.476,79.45,79.413,79.463,79.464,79.447,79.378,79.336,79.177,79.075,79.067,79.06,79.059,79.054,79.028,79.028,78.963,78.942,78.905,78.894,78.892,78.884,78.885,78.889,78.865,78.843,78.85,78.746,78.753,78.846,78.828,78.747,78.706,78.733,78.736,78.78,78.807,78.891,78.907,78.983,79.075,79.179,79.31,79.383,79.54,79.562,79.665,79.809,79.995,80.063,80.252,80.283,80.366,80.452,80.515,80.654,80.593,80.815,80.888,80.89,80.976,80.978,80.978,80.978,80.941,81.06,81.155,81.155,81.22,81.238,81.316,81.344,81.41,81.575,81.646,81.692,81.856,81.988,82.226,82.362,82.568,82.811,82.92,82.941,82.983,83.151,83.317,83.432,83.82,84.42,84.795,85.028,85.901,86.629,87.132,87.571,88.116,88.257,88.476,88.932,89.257,89.357,89.607,89.919,90.193,90.548,90.792,91.021,91.263,91.849,92.044,92.159,92.305,92.473,92.734,92.847,93.061,93.368,93.542,93.861,94.359,94.647,94.906,95.121,95.275,95.521,95.644,95.897,96.174,96.288,96.401,96.572,96.967,97.177,97.631,97.826,98.304,98.589,98.984,99.149,99.329,99.405,99.462,99.786,99.855,99.878,99.931,99.933,99.972,100.0,100.007,99.994,99.995,100.123,99.972,99.949,99.995,99.458,99.458,99.458,99.561,99.674,99.774,99.77,,,99.72,
5개광역시,중소형,78.62,78.634,78.654,78.667,78.689,78.727,78.759,78.774,78.793,78.832,78.853,78.866,78.886,78.892,78.885,78.908,78.926,78.947,78.96,78.968,78.991,79.01,79.015,79.021,79.027,79.036,79.043,79.035,79.036,79.046,79.049,79.063,79.079,79.066,79.073,79.066,79.064,79.062,79.064,79.06,79.066,79.073,79.079,79.086,79.093,79.098,79.111,79.102,79.112,79.111,79.119,79.103,79.118,79.123,79.127,79.127,79.139,79.132,79.135,79.122,79.126,79.143,79.162,79.188,79.214,79.27,79.345,79.409,79.475,79.531,79.602,79.65,79.659,79.683,79.68,79.685,79.716,79.745,79.756,79.76,79.756,79.747,79.738,79.721,79.67,79.664,79.673,79.672,79.67,79.664,79.641,79.558,79.532,79.495,79.468,79.454,79.431,79.403,79.381,79.354,79.343,79.298,79.256,79.239,79.222,79.223,79.202,79.172,79.152,79.117,79.084,79.076,79.061,79.054,79.058,79.059,79.067,79.087,79.1,79.107,79.139,79.16,79.204,79.231,79.27,79.326,79.415,79.491,79.541,79.65,79.729,79.802,79.844,79.932,79.994,80.104,80.19,80.284,80.346,80.386,80.448,80.517,80.575,80.605,80.647,80.666,80.695,80.716,80.739,80.792,80.824,80.861,80.932,80.981,81.096,81.186,81.32,81.395,81.542,81.622,81.716,81.816,81.895,81.997,82.115,82.236,82.361,82.472,82.66,82.793,83.053,83.371,83.67,84.119,84.64,85.346,85.859,86.316,86.875,87.221,87.593,87.822,88.119,88.384,88.683,89.054,89.37,89.739,90.031,90.276,90.486,90.756,90.936,91.145,91.292,91.558,91.785,91.983,92.213,92.408,92.664,92.904,93.176,93.403,93.626,93.887,94.145,94.436,94.695,95.008,95.203,95.538,95.741,96.01,96.293,96.572,96.86,97.218,97.545,97.778,98.203,98.556,98.733,98.905,99.107,99.299,99.442,99.55,99.628,99.742,99.865,99.902,100.0,100.054,100.076,100.092,100.103,100.102,100.081,100.081,100.124,100.124,100.124,100.188,100.202,100.235,100.272,,,100.319,
5개광역시,소형,83.084,83.088,83.109,83.137,83.148,83.175,83.198,83.209,83.213,83.226,83.257,83.267,83.278,83.275,83.279,83.252,83.248,83.251,83.261,83.237,83.241,83.238,83.223,83.225,83.217,83.212,83.199,83.2,83.226,83.209,83.203,83.183,83.16,83.145,83.138,83.131,83.126,83.105,83.094,83.089,83.09,83.086,83.083,83.077,83.067,83.052,83.022,83.016,83.002,82.999,82.987,82.988,82.989,82.977,82.928,82.919,82.904,82.902,82.882,82.857,82.829,82.777,82.749,82.738,82.727,82.727,82.693,82.662,82.637,82.66,82.525,82.501,82.42,82.414,82.413,82.381,82.417,82.468,82.469,82.424,82.401,82.377,82.362,82.316,82.281,82.284,82.202,82.195,82.197,82.153,82.117,82.076,82.035,82.013,82.017,81.987,81.971,81.958,81.913,81.866,81.841,81.781,81.727,81.737,81.722,81.721,81.721,81.685,81.674,81.614,81.569,81.582,81.581,81.576,81.56,81.591,81.617,81.675,81.745,81.777,81.823,81.844,81.851,81.852,81.852,81.881,81.927,81.992,82.091,82.161,82.266,82.37,82.417,82.56,82.619,82.708,82.779,82.829,82.91,82.959,83.051,83.111,83.201,83.237,83.247,83.275,83.296,83.299,83.273,83.293,83.351,83.406,83.457,83.535,83.641,83.753,83.884,83.953,84.023,84.094,84.157,84.196,84.271,84.36,84.399,84.447,84.538,84.605,84.724,84.833,84.997,85.257,85.585,85.893,86.319,86.993,87.423,87.643,88.191,88.38,88.674,88.847,89.163,89.341,89.611,89.941,90.147,90.345,90.567,90.809,90.992,91.298,91.508,91.715,91.829,91.976,92.185,92.387,92.556,92.691,92.914,93.073,93.24,93.39,93.558,93.829,94.089,94.29,94.569,94.798,95.056,95.353,95.644,95.97,96.249,96.532,96.956,97.442,97.666,97.886,98.227,98.527,98.756,98.998,99.235,99.377,99.47,99.547,99.679,99.79,99.899,99.936,100.0,100.054,100.1,100.111,100.126,100.124,100.156,100.155,100.18,100.18,100.18,100.209,100.223,100.28,100.328,,,100.326,
기타지방,대형,87.783,87.706,87.726,87.727,87.737,87.714,87.689,87.638,87.638,87.688,87.607,87.607,87.57,87.571,87.533,87.514,87.521,87.511,87.518,87.494,87.496,87.514,87.513,87.488,87.495,87.476,87.476,87.475,87.486,87.481,87.496,87.496,87.492,87.458,87.413,87.386,87.406,87.389,87.351,87.348,87.329,87.238,87.238,87.191,87.15,87.073,87.03,87.043,87.046,86.991,86.991,86.979,86.92,86.941,86.893,86.881,86.842,86.798,86.773,86.725,86.646,86.644,86.605,86.603,86.607,86.621,86.618,86.614,86.643,86.64,86.632,86.576,86.521,86.496,86.388,86.334,86.285,86.228,86.144,86.124,86.117,86.099,86.121,86.07,86.04,85.974,85.936,85.902,85.819,85.805,85.757,85.699,85.597,85.571,85.549,85.507,85.483,85.364,85.357,85.298,85.257,85.25,85.212,85.159,85.148,85.154,85.144,85.071,84.982,84.946,84.92,84.91,84.911,84.911,84.899,84.873,84.842,84.837,84.836,84.831,84.823,84.799,84.799,84.799,84.805,84.8,84.809,84.814,84.876,84.876,84.887,84.91,84.913,84.871,84.877,84.849,84.857,84.869,84.889,84.894,84.891,84.896,84.897,84.892,84.909,84.911,84.915,84.912,84.915,84.929,84.956,85.032,85.055,85.178,85.278,85.484,85.554,85.638,85.691,85.697,85.795,85.842,85.866,85.922,85.964,86.024,86.064,86.101,86.478,86.525,86.654,86.717,86.878,87.072,87.269,87.548,87.836,88.24,88.394,88.517,89.05,89.375,89.499,89.646,89.818,89.881,90.14,90.26,90.537,90.713,90.805,91.008,91.335,91.536,91.662,91.81,91.883,91.991,92.077,92.217,92.366,92.6,92.739,92.912,93.093,93.355,93.66,94.327,94.435,94.683,94.928,95.014,95.215,95.469,96.097,96.395,96.624,96.933,97.116,97.193,97.673,97.864,98.231,98.493,98.729,98.94,99.19,99.307,99.578,99.712,99.842,99.923,100.0,100.074,100.168,100.261,100.336,100.346,100.369,100.428,100.565,100.565,100.565,100.832,100.912,101.042,101.151,,,101.372,
