지역명,2017-04-01 09:00:52,2017-05-01 09:00:52,2017-06-01 09:00:52,2017-07-01 09:00:52,2017-08-01 09:00:52,2017-09-01 09:00:52,2017-10-01 09:00:52,2017-11-01 09:00:52,2017-12-01 09:00:52,2018-01-01 09:00:52,2018-02-01 09:00:52,2018-03-01 09:00:52,2018-04-01 09:00:52,2018-05-01 09:00:52,2018-06-01 09:00:52,2018-07-01 09:00:52,2018-08-01 09:00:52,2018-09-01 09:00:52,2018-10-01 09:00:52,2018-11-01 09:00:52,2018-12-01 09:00:52,2019-01-01 09:00:52,2019-02-01 09:00:52,2019-03-01 09:00:52,2019-04-01 09:00:52,2019-05-01 09:00:52,2019-06-01 09:00:52,2019-07-01 09:00:52,2019-08-01 09:00:52,2019-09-01 09:00:52,2019-10-01 09:00:52,2019-11-01 09:00:52,2019-12-01 09:00:52,2020-01-01 09:00:52,2020-02-01 09:00:52,2020-03-01 09:00:52,2020-04-01 09:00:52,2020-05-01 09:00:52,2020-06-01 09:00:52,2020-07-01 09:00:52,2020-08-01 09:00:52,2020-09-01 09:00:52,2020-10-01 09:00:52,2020-11-01 09:00:52,2020-12-01 09:00:52,2021-01-01 09:00:52,2021-02-01 09:00:52,2021-03-01 09:00:52,2021-04-01 09:00:52,2021-05-01 09:00:52,2021-06-01 09:00:52,2021-07-01 09:00:52,2021-08-01 09:00:52,2021-09-01 09:00:52,2021-10-01 09:00:52,2021-11-01 09:00:52,2021-12-01 09:00:52,2022-01-01 09:00:52,2022-02-01 09:00:52,2022-03-01 09:00:52,2022-04-01 09:00:52
대구,79.847,79.779,79.715,79.701,79.807,79.895,80.019,80.133,80.183,80.222,80.253,80.338,80.556,80.706,80.886,81.05,81.17,81.478,81.723,81.932,82.046,82.068,82.109,82.172,82.143,82.174,82.241,82.284,82.31,82.344,82.418,82.547,82.734,82.951,83.203,83.378,83.416,83.482,83.759,84.314,84.918,85.835,86.493,88.328,90.694,92.125,93.407,94.598,95.611,96.653,97.66,98.256,98.807,99.422,99.622,100.07,100.037,100,99.892,99.703,99.421
중구,76.242,76.242,76.242,76.29,76.514,76.851,77.034,77.058,77.191,77.229,77.229,77.427,77.649,77.757,77.896,78.687,79.098,79.959,81.117,81.669,81.797,81.797,81.853,81.862,81.963,82.026,82.018,82.283,82.585,82.826,83.333,83.518,83.786,83.853,83.982,84.082,84.124,84.189,84.596,85.25,85.472,86.298,86.539,88.15,90.044,91.248,92.919,94.912,97.115,97.824,99.065,99.925,99.956,100.168,100.124,100.1,100.062,100,99.739,99.468,99.173
동구,86.309,86.298,86.302,86.212,86.23,86.275,86.347,86.463,86.55,86.67,86.69,86.774,87.089,87.229,87.414,87.819,87.932,88.045,88.011,87.845,87.766,87.72,87.691,87.57,87.662,87.768,87.866,87.839,87.791,87.763,87.751,87.849,87.9,88.287,88.464,88.549,88.741,88.766,89.037,89.343,89.707,89.957,90.086,91.01,92.398,93.715,94.08,94.424,95.156,96.758,97.558,98.101,98.867,99.799,100.014,100.144,100.073,100,99.983,99.823,99.768
서구,77.343,77.323,77.299,77.262,77.426,77.572,77.658,77.697,77.675,77.715,77.715,77.707,77.763,78.053,78.307,79.142,79.42,79.966,80.995,81.515,81.653,81.692,81.784,81.882,82.148,82.364,82.452,82.753,82.908,83.2,83.714,83.997,84.433,85.027,85.248,85.794,86.268,86.614,87.304,88.288,88.833,90.001,90.3,91.747,93.128,94.525,95.658,96.335,96.918,97.258,97.926,98.969,99.416,99.583,99.731,100.182,100.036,100,99.765,99.751,99.575
남구,79.944,79.944,79.923,79.923,80.008,80.137,80.24,80.256,80.26,80.267,80.267,80.42,80.477,80.675,80.816,80.955,81.178,81.473,81.686,82.534,82.654,82.978,83.234,83.423,83.68,83.656,83.707,83.689,83.664,83.951,84.211,84.417,84.518,84.859,84.863,85.1,85.318,85.412,85.49,85.799,85.946,86.609,87.163,88.304,90.039,90.555,90.706,92.209,92.828,94.442,95.246,96.627,98.082,98.974,99.266,99.562,99.82,100,100.0,99.973,99.852
북구,88.079,88.043,87.845,87.851,87.897,87.948,87.952,88.027,88.043,87.988,87.982,88.013,88.155,88.323,88.531,88.642,88.682,88.712,88.957,89.104,89.044,89.024,88.976,88.86,88.593,88.444,88.292,88.212,88.229,88.179,88.148,88.199,88.369,88.393,88.547,88.601,88.462,88.462,88.42,88.418,88.429,88.577,88.685,89.018,89.956,91.05,92.287,94.028,95.54,96.642,97.391,97.786,98.381,99.063,99.301,100.008,100.035,100,99.983,99.991,99.93
수성구,75.715,75.614,75.568,75.554,75.722,75.915,76.046,76.197,76.242,76.286,76.345,76.413,76.977,77.27,77.589,77.729,77.908,78.691,78.939,79.113,79.312,79.402,79.533,79.678,79.658,79.65,79.658,79.704,79.72,79.683,79.782,79.905,80.094,80.366,80.569,80.889,80.98,81.048,81.428,82.249,82.855,84.007,85.062,87.691,90.292,92.109,93.212,94.294,95.397,96.391,97.24,97.764,98.35,99.215,99.567,99.942,99.989,100,99.894,99.74,99.675
달서구,73.079,72.994,72.957,72.969,73.105,73.143,73.363,73.513,73.589,73.66,73.714,73.857,73.919,73.977,74.059,74.085,74.194,74.386,74.584,74.867,75.101,75.114,75.163,75.364,75.405,75.539,75.792,75.875,75.919,76.028,76.106,76.303,76.545,76.795,77.29,77.472,77.474,77.58,78.03,79,80.285,82.034,83.21,86.349,90.273,91.858,94.059,95.171,96.19,97.099,98.301,98.725,99.151,99.513,99.538,100.17,100.063,100,99.79,99.366,98.615
달성군,87.611,87.48,87.43,87.346,87.359,87.36,87.443,87.48,87.48,87.489,87.489,87.489,87.493,87.49,87.569,87.574,87.554,87.585,87.731,87.926,87.99,87.99,87.999,87.995,87.873,87.879,87.906,88,88,87.99,88.005,88.058,88.187,88.277,88.305,88.393,88.408,88.437,88.502,88.581,88.805,89.05,89.282,89.976,91.659,92.937,93.306,94.709,94.966,95.939,97.42,98.615,99.094,99.658,100.019,100.133,100.063,100,99.966,99.91,99.825
인천,68.29,68.361,68.481,68.745,68.947,69.054,69.127,69.183,69.201,69.228,69.246,69.275,69.29,69.288,69.282,69.245,69.219,69.27,69.322,69.385,69.37,69.382,69.393,69.376,69.327,69.232,69.133,69.109,69.082,69.096,69.16,69.234,69.331,69.488,69.766,70.801,71.328,71.615,72.13,72.788,73.238,73.582,73.85,74.239,74.892,75.645,76.809,78.881,81.137,83.028,86.049,88.189,91.182,94.156,96.284,98.456,99.555,100,100.273,100.316,100.428
중구,78.508,78.523,78.8,78.885,78.961,78.964,78.964,78.971,78.971,78.975,79.06,79.056,79.056,79.056,79.012,78.751,78.7,78.498,78.511,78.236,78.185,78.14,78.14,77.946,77.51,77.429,77.391,77.391,77.391,77.394,77.394,77.394,77.52,77.835,78.078,78.611,79.026,79.185,79.457,79.689,79.822,79.914,80.215,80.91,81.462,81.707,82.345,83.684,84.538,86.171,87.103,87.657,89.281,91.943,93.774,97.989,99.547,100,100.126,100.194,100.478
동구,77.312,77.403,77.403,77.552,77.651,77.818,77.866,77.915,77.919,77.919,77.919,77.918,77.987,77.959,77.987,78.01,78.01,78.069,77.988,77.971,77.938,77.887,77.864,77.827,77.774,77.731,77.644,77.64,77.614,77.57,77.556,77.516,77.487,77.487,77.487,77.457,77.408,77.311,77.311,77.311,77.311,77.302,77.302,77.288,77.67,78.074,78.296,79.007,79.977,81.36,83.768,86.132,89.383,91.665,94.544,98.609,99.582,100,100.289,100.511,100.725
미추홀구,76.978,77.073,77.343,77.556,77.775,77.898,78.006,78.23,78.288,78.393,78.487,78.503,78.57,78.573,78.658,78.614,78.688,79.091,79.117,79.1,79.123,79.139,79.176,79.176,79.176,79.176,79.176,79.176,79.176,79.142,79.124,79.076,79.071,79.313,79.357,79.958,80.316,80.562,80.806,81.278,81.407,81.515,81.829,82.167,82.379,82.808,83.013,83.865,84.827,86.112,88.193,90.541,92.176,95.269,97.323,98.765,99.501,100,100.292,100.567,101.226
연수구,59.896,59.984,60.164,60.676,61.046,61.149,61.258,61.282,61.282,61.374,61.412,61.443,61.568,61.665,61.665,61.744,61.708,61.67,61.682,61.698,61.653,61.63,61.625,61.53,61.3,60.963,60.486,60.201,60.073,60.093,60.295,60.333,60.421,60.614,60.962,62.558,63.313,63.743,64.656,65.827,66.531,67.091,67.251,67.548,68.234,69.746,71.596,74.185,77.527,79.365,82.35,85.298,89.311,93.404,96.101,98.024,99.579,100,100.272,100.391,100.458
남동구,68.824,68.847,68.937,69.135,69.338,69.465,69.503,69.566,69.589,69.589,69.589,69.656,69.723,69.783,69.793,69.834,69.908,69.94,69.906,69.932,69.932,69.932,69.932,69.932,69.953,69.987,69.988,69.988,69.988,69.988,69.992,70.06,70.201,70.367,70.888,72.398,73.452,73.851,74.496,74.835,75.102,75.381,75.557,75.861,76.216,76.867,77.544,80.277,82.14,84.382,87.214,89.58,92.089,94.388,96.469,98.701,99.589,100,100.278,100.353,100.502
부평구,67.562,67.762,67.867,68.202,68.381,68.444,68.609,68.696,68.721,68.767,68.777,68.793,68.805,68.747,68.766,68.756,68.755,68.901,69.094,69.312,69.377,69.377,69.377,69.376,69.402,69.412,69.433,69.431,69.41,69.415,69.463,69.533,69.627,69.699,69.874,70.633,71.117,71.416,71.707,72.605,73.503,73.862,74.217,74.672,75.054,75.75,76.568,78.465,80.647,83.074,87.161,89.221,92.047,94.235,96.286,98.447,99.501,100,100.244,100.167,100.099
계양구,67.977,67.991,68.106,68.31,68.582,68.766,68.783,68.804,68.832,68.833,68.834,68.907,68.832,68.801,68.801,68.71,68.588,68.538,68.574,68.679,68.684,68.825,68.933,69.079,69.182,69.216,69.265,69.54,69.669,69.725,69.816,69.923,70.054,70.175,70.383,70.625,70.914,71.079,71.272,71.536,71.885,72.123,72.522,72.974,73.802,74.137,74.862,76.244,79.249,81.245,85.182,86.85,90.624,93.79,95.704,98.465,99.411,100,100.229,100.032,100.013
서구,69.819,69.828,69.849,69.984,70.019,70.105,70.124,70.13,70.131,70.091,70.08,70.067,69.966,69.886,69.787,69.605,69.491,69.505,69.586,69.652,69.544,69.544,69.52,69.466,69.42,69.203,69.111,69.087,69.002,69.036,69.077,69.26,69.364,69.525,69.801,71.064,71.248,71.457,72.116,72.865,73.154,73.605,73.904,74.373,75.663,76.396,78.619,81.077,83.234,84.681,87.237,88.956,91.896,95.094,96.915,98.588,99.672,100,100.343,100.417,100.494
강화군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,102.366,100.318,100.318
광주,79.645,79.637,79.719,79.762,79.824,79.885,79.967,80.127,80.334,80.435,80.484,80.587,80.724,80.908,81.019,81.448,81.861,82.514,83.371,83.998,84.646,84.71,84.881,84.993,84.971,84.943,84.896,84.875,84.82,84.799,84.77,84.766,84.728,84.81,84.827,84.98,84.954,84.913,84.897,84.893,84.913,84.955,84.99,85.704,86.694,87.342,88.131,88.752,89.494,90.072,91.048,91.701,92.878,94.338,95.993,98.203,99.138,100,100.441,100.776,101.28
동구,90.191,90.191,90.191,90.191,90.191,90.216,90.556,90.671,91.029,91.026,91.034,91.221,91.221,91.548,91.862,91.925,92.326,92.733,93.303,94.294,94.601,94.601,94.643,94.667,94.648,94.648,94.648,94.648,94.648,94.648,94.648,94.609,94.609,94.609,94.646,94.729,94.729,94.788,94.967,95.087,95.141,95.188,95.188,95.261,95.741,95.854,96.475,97.095,97.364,97.364,97.928,97.928,98.258,98.943,99.516,99.764,100,100,100.164,100.164,100.637
서구,78.777,78.75,78.748,78.865,78.996,79.073,79.121,79.34,79.511,79.765,79.862,80.044,80.543,81.109,81.435,82.243,82.874,83.746,85.006,85.775,86.791,86.871,87.292,87.467,87.496,87.5,87.471,87.445,87.445,87.445,87.35,87.346,87.316,87.349,87.247,87.375,87.408,87.395,87.375,87.362,87.378,87.336,87.364,87.51,88.028,88.202,88.913,89.22,89.66,90.516,91.422,92.366,93.032,94.435,96.611,97.941,98.911,100,100.25,100.789,101.797
남구,80.743,80.744,81.001,81.153,81.189,81.334,81.375,81.539,81.619,81.663,81.719,81.84,81.929,81.971,82.108,82.603,83.301,84.305,85.131,86.004,86.125,86.371,86.521,86.423,86.365,86.311,86.268,86.262,86.262,86.2,86.073,85.973,85.858,85.821,85.814,85.944,85.933,85.876,85.947,86.083,86.113,86.224,86.241,87.143,88.088,88.747,89.623,90.554,91.18,91.416,92.205,92.533,93.603,95.195,96.315,97.677,98.63,100,100.367,100.826,101.588
북구,83.305,83.281,83.253,83.219,83.2,83.118,83.166,83.271,83.503,83.536,83.559,83.588,83.566,83.669,83.542,83.583,83.692,84.343,84.924,85.266,85.486,85.486,85.53,85.581,85.578,85.518,85.418,85.421,85.361,85.347,85.347,85.346,85.289,85.384,85.408,85.354,85.321,85.221,85.158,85.158,85.082,85.082,85.066,85.707,86.392,87.22,87.75,88.297,89.499,90.35,91.399,91.958,93.174,94.367,95.713,98.242,99.315,100,100.53,100.934,101.095
광산구,74.8,74.814,74.99,75.004,75.11,75.26,75.393,75.564,75.819,75.908,75.946,76.043,76.098,76.129,76.273,76.795,77.199,77.546,78.408,79.045,80.111,80.151,80.29,80.529,80.468,80.456,80.444,80.391,80.266,80.238,80.274,80.317,80.324,80.498,80.609,81.02,80.946,80.938,80.909,80.822,80.939,81.055,81.161,82.378,84.142,85.029,86.128,86.92,87.53,87.845,88.943,89.713,91.402,93.225,95.201,98.418,99.263,100,100.565,100.657,101.011
대전,66.588,66.604,66.663,66.728,66.851,66.913,66.992,67.063,67.187,67.286,67.331,67.408,67.459,67.474,67.513,67.581,67.589,67.78,68.155,68.549,68.731,68.77,68.959,69.137,69.302,69.45,69.542,69.782,69.995,70.484,71.398,71.969,73.108,74.271,75.082,76.126,76.719,76.974,77.719,78.582,79.101,79.869,80.505,81.882,82.907,83.866,85.622,87.343,88.152,89.117,90.609,92.097,94.004,95.749,97.216,99.1,99.75,100,99.897,99.594,99.532
동구,76.615,76.63,76.755,76.789,76.977,76.981,76.998,77.084,77.333,77.332,77.313,77.358,77.514,77.572,77.613,77.743,77.737,77.556,77.569,77.285,77.285,77.285,77.238,77.222,77.222,77.236,77.152,77.217,77.255,77.296,77.584,77.791,78.384,78.733,79.262,80.476,81.205,81.683,82.305,83.563,84.268,84.759,85.476,86.989,88.265,88.736,89.527,90.932,91.439,91.865,92.193,92.356,94.083,95.375,96.76,98.289,99.023,100,100.27,100.586,100.872
중구,68.236,68.302,68.345,68.426,68.528,68.65,68.702,68.795,68.928,69.079,69.103,69.087,69.181,69.339,69.533,69.714,69.722,69.822,69.937,70.212,70.337,70.337,70.348,70.416,70.552,70.718,70.923,71.37,71.741,72.237,73.654,74.328,76.18,77.632,78.493,79.049,79.695,79.938,80.588,81.089,81.399,82.127,82.643,83.371,83.708,85.165,87.107,88.47,89.672,90.743,92.41,93.513,94.782,96.284,97.656,99.188,99.852,100,100.19,100.283,100.307
서구,62.128,62.13,62.168,62.275,62.38,62.438,62.527,62.606,62.753,62.87,62.936,63.109,63.132,63.135,63.143,63.207,63.202,63.32,63.876,64.296,64.514,64.544,65.034,65.283,65.353,65.422,65.492,65.538,65.613,66.209,67.192,67.915,69.43,71.383,72.433,73.892,74.8,75.134,76.336,77.067,77.689,78.728,79.558,81.261,82.212,82.931,84.167,85.201,85.848,86.804,88.498,90.634,93.128,94.878,97.075,99.499,99.9,100,99.884,99.316,99.116
유성구,64.567,64.579,64.617,64.644,64.752,64.788,64.892,64.927,65,65.121,65.196,65.271,65.327,65.318,65.328,65.324,65.369,65.939,66.53,67.354,67.701,67.809,67.843,68.129,68.598,68.971,69.147,69.725,70.132,70.853,71.968,72.633,73.48,73.939,74.715,75.656,75.899,76.03,76.398,77.611,77.995,78.597,79.095,80.527,81.836,83.159,86.071,89.202,90.217,91.147,92.853,94.242,95.571,97.327,98.084,99.29,99.916,100,99.569,99.055,98.84
대덕구,74.548,74.548,74.688,74.7,74.883,75.009,75.094,75.171,75.179,75.191,75.191,75.088,75.045,74.906,74.906,74.925,74.911,75.002,74.955,75.14,75.072,75.072,75.054,75.068,75.05,75.042,75.042,75.049,75.258,75.258,75.388,75.425,75.509,76.021,76.271,76.547,76.626,76.666,76.939,77.479,78.045,78.598,78.946,79.743,81.025,81.8,83.38,84.958,85.625,87.165,88.425,89.803,92.101,94.658,95.438,97.927,99.446,100,99.934,99.889,100.209
울산,89.655,89.604,89.454,89.335,89.121,88.929,88.768,88.522,88.255,88.106,88.029,87.939,87.574,87.209,86.974,86.443,86.132,85.871,85.313,84.669,84.299,84.046,83.289,82.586,81.805,81.391,80.976,80.591,80.407,80.189,80.121,80.286,80.547,80.845,81.118,81.602,81.762,81.87,82.256,82.682,83.057,83.596,83.901,85.788,88.878,90.691,91.874,92.977,93.716,94.258,95.034,95.611,96.805,97.666,98.311,99.288,99.793,100,100.186,100.214,100.342
중구,91.105,91.033,90.984,90.865,90.807,90.686,90.62,90.569,90.461,90.394,90.319,90.247,89.907,89.484,89.316,88.64,88.336,87.913,87.538,87.234,86.729,86.403,85.871,84.506,83.689,83.667,82.931,82.296,82.048,81.85,81.821,81.923,82.127,82.436,82.592,82.836,83.004,83.129,83.864,84.592,84.815,85.12,85.679,87.823,90.385,91.872,92.785,92.811,93.952,94.387,95.285,95.408,95.579,96.827,97.244,98.635,99.71,100,100.046,99.922,99.762
남구,81.383,81.339,81.159,81.048,80.918,80.86,80.787,80.619,80.504,80.39,80.328,80.24,80.016,79.839,79.569,79.256,79.01,78.971,78.443,77.559,77.392,77.029,76.249,75.85,75.34,75.084,74.974,74.772,74.663,74.442,74.485,74.873,75.271,75.726,76.21,76.961,77.101,77.233,77.956,78.597,79.162,80.368,80.704,84.083,89.326,91.486,92.65,93.879,94.398,94.864,95.291,95.886,97.405,98.056,98.845,99.48,99.807,100,100.257,100.273,100.496
동구,97.32,97.306,97.085,96.992,96.853,96.728,96.493,96.316,95.908,95.812,95.67,95.583,95.224,94.686,94.397,94.133,93.977,93.889,92.596,92.094,91.411,90.976,90.127,89.405,88.742,88.12,87.826,87.495,87.398,87.108,87.004,86.966,86.933,86.939,86.929,86.92,86.881,86.752,86.373,86.341,86.092,86.046,86.016,85.81,86.695,88.035,88.874,90.056,91.039,91.242,92.103,93.533,96.219,97.727,98.199,99.323,99.927,100,100.049,100.139,100.32
북구,93.058,92.947,92.72,92.467,91.824,91.352,90.959,90.483,89.91,89.583,89.488,89.329,88.571,88.065,87.757,86.617,85.855,85.232,84.757,84.149,83.796,83.682,82.825,82.312,81.245,80.786,80.027,79.48,79.324,79.237,79.201,79.411,79.855,80.217,80.538,81.404,81.724,81.862,82.164,82.568,82.971,83.325,83.498,84.502,87.048,89.433,90.513,92.239,92.989,94.101,95.174,95.761,96.707,97.56,98.466,99.333,99.753,100,100.005,99.977,100.076
울주군,94.806,94.8,94.75,94.738,94.647,94.401,94.291,93.944,93.684,93.557,93.515,93.473,93.241,92.835,92.729,92.371,92.311,92.032,91.671,91.072,90.624,90.598,89.888,88.954,87.962,87.126,86.751,86.397,86.025,85.683,85.363,85.25,85.296,85.422,85.544,85.614,85.752,85.942,86.068,86.193,86.765,86.911,87.351,88.86,90.654,91.722,93.555,94.497,95.114,95.429,96.328,96.614,97.274,97.734,98.103,99.4,99.788,100,100.499,100.704,100.896
세종,62.28,62.335,62.77,63.136,63.787,63.849,63.979,63.999,64.005,64.074,64.099,64.43,64.445,64.478,64.618,64.774,64.851,64.971,64.954,64.817,64.727,64.743,64.675,64.673,64.575,64.542,64.487,64.281,64.263,64.172,64.154,64.154,64.261,65.265,66.452,68.162,68.507,68.685,70.23,73.362,79.085,84.538,87.588,89.569,93.156,96.095,97.865,99.045,99.752,100.387,101.003,101.117,100.996,100.896,100.891,100.76,100.578,100,99.428,98.941,98.661
경기,64.827,64.856,64.98,65.147,65.337,65.473,65.551,65.646,65.692,65.771,65.867,66.01,66.119,66.183,66.252,66.3,66.449,67.253,67.932,68.172,68.179,68.167,68.133,68.039,67.919,67.845,67.763,67.702,67.711,67.725,67.766,67.856,68.149,68.48,69.101,70.064,70.408,70.583,71.092,72.183,72.952,73.846,74.375,75.765,77.148,78.764,81.064,83.461,85.286,86.734,88.99,90.911,93.474,95.966,97.574,99.161,99.774,100,100.08,100.115,100.261
수원시,60.373,60.395,60.455,60.523,60.519,60.611,60.62,60.637,60.628,60.616,60.704,60.779,60.846,60.858,61.011,61.054,61.119,61.515,61.805,62.088,62.214,62.242,62.251,62.284,62.219,62.168,62.1,62.057,62.068,62.157,62.293,62.621,63.547,64.618,66.827,68.422,68.913,69.088,69.626,70.641,71.455,72.595,72.929,73.989,75.08,76.313,78.431,81.432,83.623,85.354,88.11,90.45,93.745,95.944,97.782,99.453,99.862,100,99.926,99.77,99.736
장안구,63.27,63.334,63.428,63.502,63.472,63.479,63.433,63.381,63.325,63.306,63.306,63.311,63.293,63.26,63.281,63.345,63.478,63.588,63.782,63.978,64.067,64.095,64.095,64.135,64.075,64.102,64.025,63.993,63.999,64.064,64.138,64.208,64.34,64.668,66.29,67.691,68.354,68.679,69.251,70.069,70.444,71.153,71.459,72.096,72.888,74.014,75.915,79.186,81.217,83.189,85.995,88.311,92.471,95.043,97.058,99.008,99.7,100,100.271,100.255,100.258
권선구,62.431,62.415,62.435,62.464,62.532,62.682,62.775,62.826,62.822,62.821,62.835,62.842,62.78,62.681,62.663,62.707,62.711,62.774,62.847,63.108,63.192,63.254,63.235,63.288,63.229,63.209,63.053,62.995,62.979,62.961,62.944,62.998,63.368,63.795,66.263,68.005,68.482,68.663,69.412,70.261,70.649,71.411,71.596,72.585,73.232,73.929,76.007,79.603,82.51,84.75,87.628,90.324,93.952,96.115,98.206,99.436,100.004,100,99.98,99.756,99.672
팔달구,62.203,62.205,62.282,62.463,62.467,62.633,62.842,63.078,63.288,63.323,63.327,63.327,63.327,63.316,63.331,63.399,63.599,64.247,64.703,65.26,65.679,65.693,65.79,65.841,65.737,65.735,65.758,65.708,65.729,65.836,65.971,66.331,67.58,68.721,70.81,72.244,72.864,73.099,73.545,74.351,74.985,75.483,75.566,76.261,77.297,78.708,79.922,83.361,85.518,87.022,89.983,91.964,94.172,95.922,97.442,99.405,99.578,100,100.113,100.16,100.112
영통구,56.79,56.819,56.879,56.93,56.895,56.976,56.905,56.87,56.817,56.789,57.001,57.183,57.404,57.518,57.9,57.922,57.943,58.635,59.068,59.33,59.411,59.418,59.427,59.437,59.377,59.243,59.218,59.181,59.212,59.385,59.668,60.335,62.034,63.985,66.39,68.038,68.402,68.467,68.858,70.169,71.6,73.453,73.985,75.45,77.052,78.684,81.22,83.508,85.286,86.575,89.154,91.356,94.22,96.355,98.001,99.74,99.937,100,99.63,99.381,99.365
성남시,58.144,58.253,58.658,59.16,59.778,60.112,60.406,60.822,61.107,61.935,62.778,63.973,64.813,65.267,65.574,65.822,66.344,69.813,71.564,72.024,71.987,71.943,71.919,71.813,71.66,71.527,71.388,71.386,71.665,71.924,72.354,72.813,73.893,74.522,75.006,76.143,76.3,76.351,76.604,78.197,79.402,80.531,81.143,82.45,83.754,85.58,88.833,90.45,92.05,93.033,94.489,95.625,96.883,98.008,98.555,99.386,99.858,100,100.102,100.167,100.46
수정구,65.829,65.929,66.174,66.571,67.071,67.193,67.208,67.23,67.299,67.335,67.423,67.517,67.596,67.825,68.169,68.284,68.502,70.107,70.744,70.988,71.199,71.199,71.268,71.295,71.304,71.314,71.314,71.402,71.672,71.8,72.005,72.309,73.437,73.999,74.356,75.887,76.607,76.803,77.184,78.138,78.885,79.487,79.879,80.951,82.283,84.274,87.23,89.437,91.178,92.963,94.295,95.806,96.963,97.969,98.582,99.644,99.9,100,100.098,100.098,100.098
중원구,63.305,63.327,63.387,63.598,63.791,63.981,64.23,64.396,64.447,64.529,64.707,64.885,65.296,65.385,65.636,65.849,66.371,68.208,69.431,69.814,70.021,70.055,70.136,70.078,69.934,69.864,69.866,69.876,69.903,70.184,70.802,71.389,72.657,73.329,73.916,75.224,75.655,75.877,76.583,78.13,78.746,79.623,80.296,81.549,82.458,84.434,87.465,90.046,91.435,92.075,93.964,95.076,96.547,97.675,98.527,99.696,99.926,100,99.976,99.924,99.89
분당구,56.608,56.734,57.216,57.781,58.489,58.869,59.196,59.694,60.041,61.076,62.109,63.59,64.578,65.119,65.434,65.7,66.251,70.188,72.139,72.633,72.529,72.462,72.4,72.262,72.079,71.909,71.718,71.698,72.031,72.308,72.736,73.195,74.228,74.859,75.343,76.378,76.383,76.374,76.511,78.221,79.625,80.896,81.532,82.89,84.272,86.039,89.388,90.704,92.324,93.245,94.631,95.709,96.94,98.084,98.556,99.278,99.836,100,100.128,100.23,100.64
의정부시,66.598,66.652,66.699,66.708,66.843,67.006,67.016,66.967,66.945,66.929,66.872,66.862,66.841,66.83,66.897,66.799,66.782,66.734,66.912,67.123,67.174,67.156,67.126,67.051,66.827,66.675,66.609,66.567,66.556,66.54,66.599,66.744,66.896,67.043,67.065,67.156,67.189,67.211,67.319,68.01,68.733,69.666,70.008,71.048,73.027,75.287,77.204,80.91,83.659,85.267,87.906,89.921,92.459,94.378,96.63,98.7,99.667,100,99.977,99.91,100.175
안양시,61.567,61.653,62.02,62.639,63.202,63.561,63.767,64.01,64.118,64.238,64.403,64.677,64.822,64.871,64.975,65.317,65.628,67.353,68.998,69.589,69.675,69.725,69.757,69.724,69.663,69.545,69.495,69.409,69.408,69.405,69.413,69.428,69.481,69.799,70.425,71.524,72.24,72.416,72.989,74.746,75.536,76.444,77.126,78.492,80.015,81.157,83.185,85.373,86.509,87.547,89.683,91.666,94.701,97.751,98.96,100.054,100.216,100,99.91,99.789,99.636
만안구,65.786,65.873,66.32,67.055,67.583,67.831,67.855,67.918,67.934,68.007,68.072,68.21,68.24,68.38,68.622,69.01,69.16,71.159,72.676,73.131,73.172,73.254,73.284,73.374,73.299,73.224,73.206,73.191,73.199,73.203,73.215,73.258,73.347,73.615,74.303,75.375,75.971,76.238,76.9,78.443,79.243,80.193,80.67,82.237,83.096,83.762,84.899,87.033,88.339,89.181,91.1,93.052,94.854,97.144,98.332,99.185,99.496,100,100.011,99.998,100.028
동안구,59.684,59.769,60.103,60.672,61.249,61.652,61.933,62.25,62.396,62.534,62.74,63.069,63.261,63.273,63.32,63.642,64.018,65.626,67.32,67.965,68.07,68.105,68.139,68.049,67.994,67.857,67.792,67.673,67.668,67.662,67.668,67.671,67.706,68.048,68.646,69.757,70.528,70.662,71.194,73.049,73.836,74.724,75.499,76.773,78.601,79.961,82.399,84.611,85.669,86.797,89.033,91.029,94.631,98.03,99.248,100.452,100.546,100,99.864,99.693,99.456
부천시,60.917,61.032,61.177,61.434,61.772,62.006,62.158,62.362,62.402,62.501,62.587,62.739,62.811,62.877,62.884,62.993,63.027,63.397,64.299,64.855,65.03,65.09,65.231,65.356,65.456,65.516,65.604,65.824,66.009,66.161,66.371,66.631,66.997,67.527,67.913,69.079,69.753,70.3,71.231,72.217,73.071,74.285,74.669,75.925,76.951,77.997,79.37,81.556,83.867,85.806,88.456,90.121,92.274,95.24,96.913,98.728,99.605,100,100.159,100.344,100.547
광명시,58.149,58.255,58.535,58.766,58.976,59.176,59.375,59.61,59.767,60.1,60.292,60.452,60.655,60.743,60.996,61.628,63.601,68.048,69.257,69.389,69.046,68.958,68.818,68.503,68.183,68.041,68.087,68.358,68.836,69.066,69.407,69.902,70.864,71.301,71.792,73.079,73.312,73.455,73.907,76.271,78.009,80.505,81.566,82.528,83.238,84.21,86.644,88.598,89.764,90.672,92.032,93.471,95.665,98.071,99.459,100.126,100.117,100,99.96,99.944,99.867
